pindex,year,project,pcindex,prod_company,country
3801402,2007,Spinning Into Butter (2007),PC287371,Whitsett Hill Films [us],us
3801409,2012,Spinning Plates (2012),PC013851,Ambush Entertainment [us],us
3801409,2012,Spinning Plates (2012),PC049585,Chaos Theory Entertainment [us],us
3801542,2002,Spirit at the Mountaintop (2002),PC115591,Habari Media Arts [us],us
3801625,2018,Spirit of Evolution (2018),PC020020,Arthouse One LLC [us],us
3801662,1991,Spirit of the Eagle (1991),PC268915,Trailblazer Productions [us],us
3801662,1991,Spirit of the Eagle (1991),PC214078,Queens Cross Productions,
3801709,2012,Spirit Stalkers (2012),PC031819,Big Biting Pig Productions [us],us
3801729,2014,"Spirit Week: A Documentary About the Students, for the Students (2014)",PC196827,POWER Film Group [us],us
3801738,2002,Spirit: Stallion of the Cimarron (2002),PC076619,DreamWorks [us],us
3801738,2002,Spirit: Stallion of the Cimarron (2002),PC076619,DreamWorks [us],us
3801749,2013,Spiriteur (2013),PC176107,Mongrel Collective [us],us
3801789,2012,Spirits of St. Paul: The Gangster Era (2012),PC223658,Riverwood Pictures [us],us
3802030,2014,Splathouse Double Feature: The Sadist with Eegah! (2014),PC139054,K.W. Omni Media [us],us
3802030,2014,Splathouse Double Feature: The Sadist with Eegah! (2014),PC127087,Impact Theatre [us],us
3802119,2009,Splice (2009),PC106061,Gaumont [fr],fr
3802119,2009,Splice (2009),PC067570,Dark Castle Entertainment [us],us
3802119,2009,Splice (2009),PC060455,Copperheart Entertainment [ca],ca
3802119,2009,Splice (2009),PC235194,Senator Entertainment Co [us],us
3802127,2006,Splinter (2006/I),PC247207,Splinter Film LLC [us],us
3802127,2006,Splinter (2006/I),PC250728,Stonehenge Pictures Inc. [us],us
3802127,2006,Splinter (2006/I),PC049187,Chamber Six Productions [us],us
3802127,2006,Splinter (2006/I),PC067666,Dark Horse Indie [us],us
3802129,2008,Splinter (2008/I),PC059832,ContentFilm International [gb],gb
3802129,2008,Splinter (2008/I),PC128398,Indion Entertainment Group [us],us
3802129,2008,Splinter (2008/I),PC144001,Kish Productions [us],us
3802129,2008,Splinter (2008/I),PC163549,Magnet Releasing [us],us
3802162,2009,Splinterheads (2009),PC191135,Off Hollywood Pictures [us],us
3802162,2009,Splinterheads (2009),PC022227,Atlantic Pictures (II) [us],us
3802194,2007,Split (2007),PC078675,EFC Film [us],us
3802230,2016,Split (2016/IX),PC034697,Blinding Edge Pictures [us],us
3802230,2016,Split (2016/IX),PC036091,Blumhouse Productions [us],us
3802259,1988,Split Decisions (1988),PC184365,New Century Entertainment Corporation [us],us
3802330,2012,Split: A Deeper Divide (2012),PC196536,PF Pictures [us],us
3802423,1998,Spoiler (1998),PC080232,Ed Ancoats Inc.,
3802481,2009,Spoken Word (2009),PC184797,New Mexico Media Partners [us],us
3802481,2009,Spoken Word (2009),PC159148,Luminaria Films [us],us
3802481,2009,Spoken Word (2009),PC159148,Luminaria Films [us],us
3802558,2007,SpongeBob's Atlantis SquarePantis (2007) (VG),PC034794,Blitz Games [gb],gb
3802558,2007,SpongeBob's Atlantis SquarePantis (2007) (VG),PC013262,Altron [jp],jp
3802558,2007,SpongeBob's Atlantis SquarePantis (2007) (VG),PC257334,THQ [us],us
3802628,1986,Spookies (1986),PC272330,Twisted Souls Inc. [us],us
3802628,1986,Spookies (1986),PC172648,Miggles Corporation N.V. [nl],nl
3802628,1986,Spookies (1986),PC229919,Safir Films [us],us
3802658,2010,Spookshow a Go Go! (2010),PC287559,Wicked Pixie [us],us
3802676,2002,Spooky House (2002),PC247319,Spooky House Entertainment LLC,
3802693,2009,Spooky Tales (2009),PC128590,"Indy Film Co-op, The [us]",us
3802720,2009,Spooner (2009),PC254775,Super Crispy Entertainment [us],us
3802772,2010,Spork (2010),PC000491,11:11 Entertainment Inc.,
3802772,2010,Spork (2010),PC018195,Archer Productions [us],us
3802772,2010,Spork (2010),PC149732,Last Bastion Entertainment [us],us
3803202,2005,Spotless (2005),PC075851,Downside Productions [us],us
3803202,2005,Spotless (2005),PC247446,Spotless Film LLC [us],us
3803218,2015,Spotlight (2015/I),PC016480,Anonymous Content [us],us
3803218,2015,Spotlight (2015/I),PC096450,First Look Media [us],us
3803218,2015,Spotlight (2015/I),PC224663,Rocklin \ Faust [us],us
3803218,2015,Spotlight (2015/I),PC199950,Participant Media [us],us
3803399,2009,Spread (2009),PC190688,Oceana Media Finance [us],us
3803399,2009,Spread (2009),PC141293,Katalyst Films [us],us
3803399,2009,Spread (2009),PC027815,Barbarian Films [us],us
3803427,2017,Spreading Darkness (2017),PC033549,Black Elephant Productions [us],us
3803427,2017,Spreading Darkness (2017),PC047371,Casual Productions [us],us
3803453,1996,Spree (1996),PC076362,Dream Entertainment [us],us
3803502,2014,Spring (2014/I),PC291026,XYZ Films [us],us
3803567,2009,Spring Breakdown (2009),PC184220,Neverland Films [us],us
3803568,2012,Spring Breakers (2012),PC073864,Division Films [us],us
3803568,2012,Spring Breakers (2012),PC125572,Iconoclast [fr],fr
3803568,2012,Spring Breakers (2012),PC179698,Muse Productions [us],us
3803568,2012,Spring Breakers (2012),PC189721,O' Salvation [fr],fr
3803568,2012,Spring Breakers (2012),PC216064,Radar Pictures [us],us
3803568,2012,Spring Breakers (2012),PC215935,RabbitBandini Productions [us],us
3804052,2007,Sputnik Mania (2007),PC278409,Varied Directions [us],us
3804065,2015,Spy (2015),PC272062,Twentieth Century Fox Film Corporation [us],us
3804065,2015,Spy (2015),PC091361,Feigco Entertainment [us],us
3804065,2015,Spy (2015),PC050350,Chernin Entertainment [us],us
3804090,2001,Spy Game (2001),PC219776,Red Wagon Entertainment [us],us
3804090,2001,Spy Game (2001),PC171633,Metropolitan Filmexport [fr],fr
3804090,2001,Spy Game (2001),PC140295,Kalima Productions GmbH & Co. KG [de],de
3804090,2001,Spy Game (2001),PC267268,Toho-Towa [jp],jp
3804090,2001,Spy Game (2001),PC275663,Universal Pictures [us],us
3804090,2001,Spy Game (2001),PC028976,Beacon Pictures [us],us
3804090,2001,Spy Game (2001),PC028967,Beacon Communications [us],us
3804099,1996,Spy Hard (1996),PC121293,Hollywood Pictures [us],us
3804116,2001,Spy Kids (2001),PC072788,Dimension Films [us],us
3804116,2001,Spy Kids (2001),PC270932,Troublemaker Studios [us],us
3804117,2002,Spy Kids 2: Island of Lost Dreams (2002),PC270932,Troublemaker Studios [us],us
3804117,2002,Spy Kids 2: Island of Lost Dreams (2002),PC072788,Dimension Films [us],us
3804118,2003,Spy Kids 3-D: Game Over (2003),PC072788,Dimension Films [us],us
3804118,2003,Spy Kids 3-D: Game Over (2003),PC157625,Los Hooligans Productions [us],us
3804118,2003,Spy Kids 3-D: Game Over (2003),PC270932,Troublemaker Studios [us],us
3804120,2011,Spy Kids: All the Time in the World in 4D (2011),PC270932,Troublemaker Studios [us],us
3804120,2011,Spy Kids: All the Time in the World in 4D (2011),PC247686,Spy Kids 4 SPV [us],us
3804120,2011,Spy Kids: All the Time in the World in 4D (2011),PC072788,Dimension Films [us],us
3804139,2008,Spy School (2008),PC145371,Kosmic Film Entertainment [us],us
3804183,1988,Spyder (1988),PC208537,Premiere Productions [ph],ph
3804222,2009,Spyware (2009),PC202360,Perpetual Pictures [us],us
3804361,1987,Square Dance (1987),PC197204,Pacific Arts Pictures,
3804361,1987,Square Dance (1987),PC180922,NBC Productions [us],us
3804361,1987,Square Dance (1987),PC131970,Island Pictures [us],us
3804370,2011,Square Grouper (2011),PC216938,Rakontur [us],us
3804489,2008,Squeal (2008),PC112421,Green Flag Entertainment [us],us
3804489,2008,Squeal (2008),PC240430,Simple Seed [us],us
3804489,2008,Squeal (2008),PC032417,Big Tree Productions [us],us
3805143,1985,St. Elmo's Fire (1985),PC070202,Delphi Films [us],us
3805143,1985,St. Elmo's Fire (1985),PC057816,Columbia Pictures [us],us
3805272,2014,St. Vincent (2014),PC050350,Chernin Entertainment [us],us
3805272,2014,St. Vincent (2014),PC062672,Crescendo Productions [us],us
3805272,2014,St. Vincent (2014),PC110076,Goldenlight Films [us],us
3805272,2014,St. Vincent (2014),PC285821,"Weinstein Company, The [us]",us
3805352,1997,Stab (1997) {{SUSPENDED}},PC254530,Sunrise Studios [us],us
3805538,2017,Stadt Der Engel 3D (2017),PC194543,Orlando Eastwood Productions [us],us
3805610,2008,Stag Night (2008),PC222879,Rifkin-Eberts [us],us
3805610,2008,Stag Night (2008),PC093787,FilmTiger [us],us
3805610,2008,Stag Night (2008),PC129736,Instinctive Film [de],de
3805635,2004,Stage Beauty (2004),PC214468,Qwerty Films [gb],gb
3805635,2004,Stage Beauty (2004),PC180802,N1 European Film Produktions GmbH & Co. KG [de],de
3805635,2004,Stage Beauty (2004),PC155111,Lionsgate [us],us
3805635,2004,Stage Beauty (2004),PC270013,Tribeca Film [us],us
3805635,2004,Stage Beauty (2004),PC024931,BBC Films [gb],gb
3805777,2006,Stagedoor (2006),PC036091,Blumhouse Productions [us],us
3805967,2010,Stake Land (2010),PC030130,Belladonna Productions [us],us
3805967,2010,Stake Land (2010),PC191135,Off Hollywood Pictures [us],us
3805967,2010,Stake Land (2010),PC108408,Glass Eye Pix [us],us
3805980,1987,Stakeout (1987),PC052224,Cinderella,
3805980,1987,Stakeout (1987),PC284312,Walt Disney Pictures [us],us
3805980,1987,Stakeout (1987),PC240020,Silver Screen Partners [us],us
3806357,2009,Stan Helsing (2009),PC256940,TADORA Filmproduktions [de],de
3806357,2009,Stan Helsing (2009),PC037920,Boz Productions [us],us
3806357,2009,Stan Helsing (2009),PC129536,Insight Film Studios [ca],ca
3806357,2009,Stan Helsing (2009),PC118926,Helsing Releasing [ca],ca
3806423,1985,Stand Alone (1985),PC262605,Texas Star Productions Ltd.,
3806431,1988,Stand and Deliver (1988),PC014198,American Playhouse [us],us
3806431,1988,Stand and Deliver (1988),PC284739,Warner Bros. [us],us
3806431,1988,Stand and Deliver (1988),PC192058,Olmos Productions [us],us
3806452,1986,Stand by Me (1986),PC057816,Columbia Pictures [us],us
3806452,1986,Stand by Me (1986),PC008337,Act III Communications [us],us
3806452,1986,Stand by Me (1986),PC008336,Act III,
3806452,1986,Stand by Me (1986),PC262983,The Body,
3806472,2013,Stand Clear of the Closing Doors (2013),PC234761,SeeThink Films [us],us
3806472,2013,Stand Clear of the Closing Doors (2013),PC122714,How follows what [us],us
3806472,2013,Stand Clear of the Closing Doors (2013),PC160016,M ss ng p eces [us],us
3806547,2012,Stand Up Guys (2012),PC155111,Lionsgate [us],us
3806547,2012,Stand Up Guys (2012),PC148928,Lakeshore Entertainment [us],us
3806547,2012,Stand Up Guys (2012),PC239268,Sidney Kimmel Entertainment [us],us
3806602,2009,Stand-Up 360: Edition 1 (2009),PC251253,Strand Creative Group [us],us
3806602,2009,Stand-Up 360: Edition 1 (2009),PC283898,Waggingtail Entertainment [us],us
3806603,2009,Stand-Up 360: Edition 2 (2009),PC283898,Waggingtail Entertainment [us],us
3806604,2009,Stand-Up 360: Edition 3 (2009),PC283898,Waggingtail Entertainment [us],us
3806605,2009,Stand-Up 360: Edition 4 (2009),PC283898,Waggingtail Entertainment [us],us
3806606,2009,Stand-Up 360: Inside Out (2009),PC283898,Waggingtail Entertainment [us],us
3806607,2009,Stand-Up 360: Muy Caliente Edition 1 (2009),PC283898,Waggingtail Entertainment [us],us
3806608,2009,Stand-Up 360: Muy Caliente Edition 2 (2009),PC283898,Waggingtail Entertainment [us],us
3806613,1989,Stand-Up Reagan (1989),PC132964,J2 Communications [us],us
3806634,2008,Standard Operating Procedure (2008),PC199950,Participant Media [us],us
3806634,2008,Standard Operating Procedure (2008),PC245057,Sony Pictures Entertainment (SPE) [us],us
3806639,2002,Standard Time (2002),PC137913,Jubilee Productions,
3806639,2002,Standard Time (2002),PC131071,Intrinsic Value Films [us],us
3806731,2010,Standing Ovation (2010),PC141973,Kenilworth Film Productions [us],us
3806747,2011,Standing Silent (2011),PC203958,PicturePlay Films [us],us
3806747,2011,Standing Silent (2011),PC030567,Bennett-Robbins Productions [us],us
3806748,2006,Standing Silent Nation (2006),PC208159,Prairie Dust Films [us],us
3806753,2005,Standing Still (2005/II),PC222505,Rice/Walters Productions [us],us
3806753,2005,Standing Still (2005/II),PC129580,Insomnia Entertainment [us],us
3806753,2005,Standing Still (2005/II),PC269718,Trent Othick Productions [us],us
3806779,2013,Standing Up (2013/II),PC236030,Seven Star Pictures [us],us
3806779,2013,Standing Up (2013/II),PC011272,Aldamisa Entertainment [us],us
3806779,2013,Standing Up (2013/II),PC006595,AR Films [us],us
3806857,1990,Stanley & Iris (1990),PC248878,Star Partners [us],
3806857,1990,Stanley & Iris (1990),PC149369,Lantana,
3806857,1990,Stanley & Iris (1990),PC171518,Metro-Goldwyn-Mayer (MGM) [us],us
3806864,2010,Stanley (2010/II),PC015783,Angry 26 Productions [us],us
3806901,2001,Stanley Kubrick: A Life in Pictures (2001),PC284739,Warner Bros. [us],us
3806901,2001,Stanley Kubrick: A Life in Pictures (2001),PC284739,Warner Bros. [us],us
3806910,2008,Stanley Rubin: A Work in Progress (2008),PC039212,Brilliant Way Productions [us],us
3806910,2008,Stanley Rubin: A Work in Progress (2008),PC144520,Knock Knock Entertainment [us],us
3807058,1986,Star Crystal (1986),PC085087,Eric Woster,
3807058,1986,Star Crystal (1986),PC026988,Balcor Film Investors,
3807058,1986,Star Crystal (1986),PC248788,Star Crystal,
3807204,1997,Star Kid (1997),PC270282,Trimark Pictures [us],us
3807204,1997,Star Kid (1997),PC133483,JLT Productions [us],us
3807209,2015,Star Leaf (2015),PC266829,Titan Sky Entertainment [us],us
3807365,2009,Star Trek (2009),PC247701,Spyglass Entertainment [us],us
3807365,2009,Star Trek (2009),PC026558,Bad Robot [us],us
3807365,2009,Star Trek (2009),PC168239,Mavrocine [de],de
3807365,2009,Star Trek (2009),PC199378,Paramount Pictures [us],us
3807373,2016,Star Trek Beyond (2016),PC199378,Paramount Pictures [us],us
3807373,2016,Star Trek Beyond (2016),PC202160,Perfect Storm Entertainment [us],us
3807373,2016,Star Trek Beyond (2016),PC122912,Huahua Media [cn],cn
3807373,2016,Star Trek Beyond (2016),PC026558,Bad Robot [us],us
3807373,2016,Star Trek Beyond (2016),PC011796,Alibaba Pictures Group [hk],hk
3807373,2016,Star Trek Beyond (2016),PC243106,Sneaky Shark [us],us
3807373,2016,Star Trek Beyond (2016),PC241795,Skydance Media [us],us
3807399,2013,Star Trek Into Darkness (2013),PC199378,Paramount Pictures [us],us
3807399,2013,Star Trek Into Darkness (2013),PC241795,Skydance Media [us],us
3807399,2013,Star Trek Into Darkness (2013),PC026558,Bad Robot [us],us
3807423,1986,Star Trek IV: The Voyage Home (1986),PC128528,Industrial Light & Magic (ILM) [us],us
3807423,1986,Star Trek IV: The Voyage Home (1986),PC199378,Paramount Pictures [us],us
3807433,1989,Star Trek V: The Final Frontier (1989),PC199378,Paramount Pictures [us],us
3807437,1991,Star Trek VI: The Undiscovered Country (1991),PC199378,Paramount Pictures [us],us
3807485,1994,Star Trek: Generations (1994),PC199378,Paramount Pictures [us],us
3807493,1998,Star Trek: Insurrection (1998),PC199378,Paramount Pictures [us],us
3807493,1998,Star Trek: Insurrection (1998),PC072445,Digital Image Associates [us],us
3807500,2002,Star Trek: Nemesis (2002),PC072445,Digital Image Associates [us],us
3807500,2002,Star Trek: Nemesis (2002),PC199378,Paramount Pictures [us],us
3807568,2012,Star Trip (2012),PC263487,The Keylite P.S.I. Group [us],us
3807694,1999,Star Wars: Episode I - The Phantom Menace (1999),PC158496,Lucasfilm [us],us
3807698,2002,Star Wars: Episode II - Attack of the Clones (2002),PC158496,Lucasfilm [us],us
3807699,2005,Star Wars: Episode III - Revenge of the Sith (2005),PC158496,Lucasfilm [us],us
3807709,2015,Star Wars: Episode VII - The Force Awakens (2015),PC158496,Lucasfilm [us],us
3807709,2015,Star Wars: Episode VII - The Force Awakens (2015),PC271149,Truenorth Productions [is],is
3807709,2015,Star Wars: Episode VII - The Force Awakens (2015),PC026558,Bad Robot [us],us
3807709,2015,Star Wars: Episode VII - The Force Awakens (2015),PC284312,Walt Disney Pictures [us],us
3807791,2008,Star Wars: The Clone Wars (2008),PC158496,Lucasfilm [us],us
3807791,2008,Star Wars: The Clone Wars (2008),PC158494,Lucasfilm Animation [us],us
3807879,2009,Star-Cross'd (2009),PC162488,Mad Angel Films [us],us
3807955,1985,Starchaser: The Legend of Orin (1985),PC292755,Young Sung Production Co. [kr],kr
3807984,2014,Starcrossed (2014),PC272584,Two Piano Films [us],us
3807984,2014,Starcrossed (2014),PC249031,Starcrossed [us],us
3807984,2014,Starcrossed (2014),PC040583,Buckup Productions [us],us
3808009,2007,Stardust (2007),PC071586,Di Bonaventura Pictures [us],us
3808009,2007,Stardust (2007),PC129005,Ingenious Film Partners [gb],gb
3808009,2007,Stardust (2007),PC167142,Marv Films [gb],gb
3808009,2007,Stardust (2007),PC199378,Paramount Pictures [us],us
3808009,2007,Stardust (2007),PC271149,Truenorth Productions [is],is
3808009,2007,Stardust (2007),PC278568,Vaughn Productions [gb],gb
3808086,2008,"Starfire: The Magic, the Music (2008)",PC229192,SPQR [us],us
3808112,1994,Stargate (1994),PC045214,Canal+ [fr],fr
3808112,1994,Stargate (1994),PC048725,Centropolis Entertainment [us],
3808112,1994,Stargate (1994),PC046587,Carolco Pictures [us],us
3808242,2004,Starkweather (2004),PC189008,NovelFilms [us],us
3808242,2004,Starkweather (2004),PC037036,Bookmark Pictures [us],us
3808242,2004,Starkweather (2004),PC249148,Starkweather Films LLC [us],us
3808271,2012,Starlet (2012/I),PC165225,Mangusta Productions [us],us
3808271,2012,Starlet (2012/I),PC168561,Maybach Film Productions [us],us
3808271,2012,Starlet (2012/I),PC063970,Cunningham & Maybach Films [us],us
3808271,2012,Starlet (2012/I),PC062008,Cre Film [us],us
3808271,2012,Starlet (2012/I),PC101431,Freestyle Picture Company [us],us
3808291,2010,Starlight & Superfish (2010),PC069684,Deep Blue Pictures [us],us
3808291,2010,Starlight & Superfish (2010),PC270725,"Triumvirate, The [us]",us
3808424,2014,Starry Eyes (2014),PC266876,Title Media [be],be
3808424,2014,Starry Eyes (2014),PC243245,Snowfort Pictures [us],us
3808424,2014,Starry Eyes (2014),PC067796,Dark Sky Films [us],us
3808424,2014,Starry Eyes (2014),PC199239,Parallactic Pictures [us],us
3808502,2012,Stars in Shorts (2012),PC174819,Mission Filmworks [us],us
3808502,2012,Stars in Shorts (2012),PC059794,Contemptible Entertainment [us],us
3808502,2012,Stars in Shorts (2012),PC033124,Biscuit Pictures [gb],gb
3808503,2012,Stars in Shorts (2012) {{SUSPENDED}},PC033124,Biscuit Pictures [gb],gb
3808503,2012,Stars in Shorts (2012) {{SUSPENDED}},PC059794,Contemptible Entertainment [us],us
3808503,2012,Stars in Shorts (2012) {{SUSPENDED}},PC174819,Mission Filmworks [us],us
3808583,1997,Starship Troopers (1997),PC072445,Digital Image Associates [us],us
3808583,1997,Starship Troopers (1997),PC031874,Big Bug Pictures,
3808583,1997,Starship Troopers (1997),PC269894,TriStar Pictures [us],us
3808583,1997,Starship Troopers (1997),PC284312,Walt Disney Pictures [us],us
3808588,2008,Starship Troopers 3: Marauder (2008),PC245057,Sony Pictures Entertainment (SPE) [us],us
3808588,2008,Starship Troopers 3: Marauder (2008),PC036641,Bold Films [us],us
3808588,2008,Starship Troopers 3: Marauder (2008),PC017351,ApolloMovie Beteiligungs [de],de
3808588,2008,Starship Troopers 3: Marauder (2008),PC092586,Film Afrika Worldwide [za],za
3808604,2004,Starsky & Hutch (2004),PC072788,Dimension Films [us],us
3808604,2004,Starsky & Hutch (2004),PC219362,Red Hour Productions [us],us
3808604,2004,Starsky & Hutch (2004),PC006607,AR-TL [us],us
3808604,2004,Starsky & Hutch (2004),PC284739,Warner Bros. [us],us
3808604,2004,Starsky & Hutch (2004),PC285719,Weed Road Pictures [us],us
3808708,2006,Starter for 10 (2006),PC024931,BBC Films [gb],gb
3808708,2006,Starter for 10 (2006),PC232552,Scamp Film and Theatre Ltd. [gb],gb
3808708,2006,Starter for 10 (2006),PC233291,Scion Films [gb],gb
3808708,2006,Starter for 10 (2006),PC205917,Playtone [us],us
3808708,2006,Starter for 10 (2006),PC183227,Neal Street Productions [gb],gb
3808708,2006,Starter for 10 (2006),PC115082,HBO Films [us],us
3808729,2013,Starting from Scratch (2013),PC134635,James Huang Productions [us],us
3808729,2013,Starting from Scratch (2013),PC292081,Yellow Sun Films [us],us
3808739,2007,Starting Out in the Evening (2007),PC127593,InDigEnt (Independent Digital Entertainment) [us],us
3808739,2007,Starting Out in the Evening (2007),PC054516,Cinetic Media [us],us
3808792,2008,Starvation Doctrine: The Plight of Illegal Immigrants in America (2008),PC041396,Burning Buffalo Films [us],us
3808796,2014,Starve (2014),PC196292,P2 Films [us],us
3808930,2012,Stash House (2012),PC067570,Dark Castle Entertainment [us],us
3808930,2012,Stash House (2012),PC009662,After Dark Films [us],us
3808930,2012,Stash House (2012),PC023357,Autonomous Films [us],us
3808930,2012,Stash House (2012),PC239985,Silver Pictures [us],us
3808930,2012,Stash House (2012),PC239495,Signature Pictures [us],us
3808930,2012,Stash House (2012),PC239484,Signature Entertainment [us],us
3808972,2000,State and Main (2000),PC081461,El Dorado Pictures [us],us
3808972,2000,State and Main (2000),PC112633,Green/Renzi,
3808972,2000,State and Main (2000),PC095462,Filmtown Entertainment [us],us
3809011,2009,State of Aloha (2009),PC007867,"Academy for Creative Media, University of Hawaii at Manoa [us]",us
3809045,1990,State of Grace (1990),PC053001,Cinehaus [us],us
3809045,1990,State of Grace (1990),PC194490,Orion Pictures [us],us
3809045,1990,State of Grace (1990),PC217419,"Rank Organisation, The [gb]",gb
3809061,2009,State of Play (2009),PC220978,Relativity Studios [us],us
3809061,2009,State of Play (2009),PC015171,Andell Entertainment [us],us
3809061,2009,State of Play (2009),PC290041,Working Title Films [gb],gb
3809061,2009,State of Play (2009),PC275663,Universal Pictures [us],us
3809061,2009,State of Play (2009),PC253058,StudioCanal [fr],fr
3809106,1988,State Park (1988),PC054961,Cinépix [ca],ca
3809106,1988,State Park (1988),PC127827,Incorporated Television Company (ITC) [gb],gb
3809110,2005,State Property 2 (2005),PC068108,Dash Films [us],us
3809110,2005,State Property 2 (2005),PC155111,Lionsgate [us],us
3809157,2015,Staten Island Summer (2015/II),PC199378,Paramount Pictures [us],us
3809157,2015,Staten Island Summer (2015/II),PC039651,Broadway Video [us],us
3809171,1997,States of Control (1997),PC127315,Impulse Films [us],us
3809173,2005,States of Grace (2005),PC294595,Zion Films [us],us
3809177,2004,Stateside (2004),PC235962,Seven Hills Pictures [us],us
3809177,2004,Stateside (2004),PC052756,Cinealpha KG [de],de
3809177,2004,Stateside (2004),PC054337,Cinerenta Medienbeteiligungs KG [de],de
3809177,2004,Stateside (2004),PC195720,Overseas FilmGroup [us],us
3809217,2012,Static (2012/I),PC184301,New Artists Alliance [us],us
3809217,2012,Static (2012/I),PC044302,Caliber Media Company [us],us
3809217,2012,Static (2012/I),PC073792,Divide Pictures [us],us
3809302,2010,Station House (2010),PC043094,CK Pictures [us],us
3809533,2005,Stay (2005/I),PC084851,Epsilon Motion Pictures [ch],ch
3809533,2005,Stay (2005/I),PC184930,New Regency Pictures [us],us
3809533,2005,Stay (2005/I),PC220640,Regency Enterprises [us],us
3809535,2006,Stay (2006/I),PC117128,HareBrained Pictures [us],us
3809579,2006,Stay Alive (2006),PC121293,Hollywood Pictures [us],us
3809579,2006,Stay Alive (2006),PC083810,Endgame Entertainment [us],us
3809579,2006,Stay Alive (2006),PC247701,Spyglass Entertainment [us],us
3809579,2006,Stay Alive (2006),PC289668,Wonderland Sound and Vision [us],us
3809614,2009,Stay Cool (2009),PC129091,Initiate Productions [us],us
3809678,1992,Stay Tuned (1992),PC177297,Morgan Creek Productions [us],us
3809678,1992,Stay Tuned (1992),PC284739,Warner Bros. [us],us
3809736,2013,Staying Afloat (2013),PC050144,CheckM8 Films [us],us
3809747,2016,Staying Cool (2016) {{SUSPENDED}},PC057816,Columbia Pictures [us],us
3809817,2014,Steak (R)evolution (2014),PC042155,C. Productions [fr],fr
3809817,2014,Steak (R)evolution (2014),PC147822,La Ferme! Productions [fr],fr
3809817,2014,Steak (R)evolution (2014),PC199601,Paris Première [fr],fr
3809833,2007,Steal a Pencil for Me (2007),PC071779,Diamond Lane Films [us],us
3809839,1995,Steal Big Steal Little (1995),PC050654,Chicago Pacific Entertainment [us],us
3809839,1995,Steal Big Steal Little (1995),PC232394,Savoy Pictures [us],us
3809882,2008,Stealing America: Vote by Vote (2008),PC058996,Concentric Media,
3809882,2008,Stealing America: Vote by Vote (2008),PC195453,Outpost Studios [us],us
3809902,2002,Stealing Harvard (2002),PC222100,Revolution Studios [us],us
3809902,2002,Stealing Harvard (2002),PC126772,Imagine Films Entertainment [us],us
3809905,1988,Stealing Home (1988),PC263623,The Mount Company [us],us
3809905,1988,Stealing Home (1988),PC284739,Warner Bros. [us],us
3809935,2012,Stealing Roses (2012),PC155774,Little Studio Films [us],us
3809935,2012,Stealing Roses (2012),PC164727,Mama Simba Films [us],us
3809954,2002,Stealing the Fire (2002),PC101868,Friedman/Nadler Productions [us],us
3809972,2005,Stealth (2005),PC057816,Columbia Pictures [us],us
3809972,2005,Stealth (2005),PC150267,Laura Ziskin Productions [us],us
3809972,2005,Stealth (2005),PC194407,Original Film [us],us
3809972,2005,Stealth (2005),PC203420,Phoenix Pictures [us],us
3809972,2005,Stealth (2005),PC005962,AFG Talons Productions [us],us
3810028,2015,Steam Power! (2015),PC148924,Lakeland Public Television [us],us
3810141,1997,Steel (1997),PC214322,Quincy Jones-David Salzman Entertainment [us],us
3810141,1997,Steel (1997),PC065206,DC Entertainment [us],us
3810141,1997,Steel (1997),PC284739,Warner Bros. [us],us
3810163,2006,Steel City (2006),PC292816,Your Half Pictures [us],us
3810163,2006,Steel City (2006),PC249626,Steel City Productions LLC [us],us
3810172,1987,Steel Dawn (1987),PC239959,Silver Lion Films [us],us
3810172,1987,Steel Dawn (1987),PC268237,Toron Screen Corporation,
3810172,1987,Steel Dawn (1987),PC279578,Vestron Pictures [us],us
3810172,1987,Steel Dawn (1987),PC127945,Independent Film Centre [za],za
3810172,1987,Steel Dawn (1987),PC155111,Lionsgate [us],us
3810204,1989,Steel Magnolias (1989),PC217648,Rastar Films [us],us
3810204,1989,Steel Magnolias (1989),PC269894,TriStar Pictures [us],us
3810252,1987,Steele Justice (1987),PC022197,Atlantic Entertainment Group,
3810282,2007,Steep (2007/I),PC119964,High Ground Productions (II) [us],us
3810282,2007,Steep (2007/I),PC074255,"Documentary Group, The [us]",us
3810454,1990,Stella (1990),PC284312,Walt Disney Pictures [us],us
3810454,1990,Stella (1990),PC230897,Samuel Goldwyn Films [us],us
3810567,2009,Stellina Blue (2009),PC272214,Twin Productions [us],us
3810567,2009,Stellina Blue (2009),PC097990,Fly High Films [us],us
3810647,2010,Step Away from the Stone (2010),PC224444,Rock Productions [us],us
3810651,2008,Step Brothers (2008),PC220978,Relativity Studios [us],us
3810651,2008,Step Brothers (2008),PC177562,Mosaic [us],us
3810651,2008,Step Brothers (2008),PC105858,Gary Sanchez Productions [us],us
3810651,2008,Step Brothers (2008),PC057816,Columbia Pictures [us],us
3810651,2008,Step Brothers (2008),PC017164,Apatow Productions [us],us
3810678,2003,Step Into Liquid (2003),PC267994,Top Secret Productions [us],us
3810678,2003,Step Into Liquid (2003),PC185115,New Visual Entertainment [us],us
3810728,2006,Step Up (2006),PC191396,Offspring Entertainment [us],us
3810728,2006,Step Up (2006),PC081310,Eketahuna LLC [us],us
3810728,2006,Step Up (2006),PC284312,Walt Disney Pictures [us],us
3810728,2006,Step Up (2006),PC254038,Summit Entertainment [us],us
