pindex,year,project,pcindex,prod_company,country
3810732,2008,Step Up 2: The Streets (2008),PC254038,Summit Entertainment [us],us
3810732,2008,Step Up 2: The Streets (2008),PC284312,Walt Disney Pictures [us],us
3810732,2008,Step Up 2: The Streets (2008),PC191396,Offspring Entertainment [us],us
3810733,2010,Step Up 3D (2010),PC191396,Offspring Entertainment [us],us
3810733,2010,Step Up 3D (2010),PC284312,Walt Disney Pictures [us],us
3810733,2010,Step Up 3D (2010),PC254038,Summit Entertainment [us],us
3810735,2014,Step Up All In (2014),PC254038,Summit Entertainment [us],us
3810735,2014,Step Up All In (2014),PC191396,Offspring Entertainment [us],us
3810738,2012,Step Up Revolution (2012),PC191396,Offspring Entertainment [us],us
3810738,2012,Step Up Revolution (2012),PC254038,Summit Entertainment [us],us
3810773,1989,Stepfather II (1989),PC199913,Part II Productions [us],us
3810773,1989,Stepfather II (1989),PC173329,Millimeter Films,
3810773,1989,Stepfather II (1989),PC127827,Incorporated Television Company (ITC) [gb],gb
3810802,2006,Stephanie Daley (2006),PC219836,RedBone Films [us],us
3810802,2006,Stephanie Daley (2006),PC240244,Silverwood Films [us],us
3810850,2017,Stephen Hawking's Fate of the Universe (2017),PC126706,Imaginary Universe [us],us
3810893,1998,Stepmom (1998),PC269894,TriStar Pictures [us],us
3810893,1998,Stepmom (1998),PC000751,1492 Pictures [us],us
3810939,2009,Steppin: The Movie (2009),PC270715,Triumphant Pictures [us],us
3810939,2009,Steppin: The Movie (2009),PC205645,Platinum Media Group [us],us
3810961,1991,Stepping Out (1991),PC199378,Paramount Pictures [us],us
3811257,2006,Steve Harvey: Don't Trip... He Ain't Through with Me Yet (2006),PC189450,Nuopp Inc. [us],us
3811257,2006,Steve Harvey: Don't Trip... He Ain't Through with Me Yet (2006),PC056936,Codeblack Entertainment [us],us
3811268,2015,Steve Jobs (2015),PC056444,Cloud Eight Films [gb],gb
3811268,2015,Steve Jobs (2015),PC069549,Decibel Films [gb],gb
3811268,2015,Steve Jobs (2015),PC072445,Digital Image Associates [us],us
3811268,2015,Steve Jobs (2015),PC164921,Management 360 [us],us
3811268,2015,Steve Jobs (2015),PC166471,"Mark Gordon Company, The [us]",us
3811268,2015,Steve Jobs (2015),PC151360,Legendary Entertainment [us],us
3811268,2015,Steve Jobs (2015),PC233484,Scott Rudin Productions [us],us
3811268,2015,Steve Jobs (2015),PC275663,Universal Pictures [us],us
3811271,2012,Steve Jobs: Consciously Genius (2012),PC218271,Reagal Films [us],us
3811275,2012,Steve Jobs: The Lost Interview (2012),PC212515,Public Broadcasting Service (PBS) [us],us
3811275,2012,Steve Jobs: The Lost Interview (2012),PC194179,Oregon Public Broadcasting [us],us
3811275,2012,Steve Jobs: The Lost Interview (2012),PC136747,John Gau Productions [gb],gb
3811275,2012,Steve Jobs: The Lost Interview (2012),PC103311,Furnace [gb],gb
3811276,2015,Steve Jobs: The Man in the Machine (2015),PC043296,CNN Films [us],us
3811276,2015,Steve Jobs: The Man in the Machine (2015),PC136160,Jigsaw Productions [us],us
3811315,2012,Steve Phoenix: The Untold Story (2012),PC115943,Haley Productions [us],us
3811420,2002,Stevie (2002),PC141149,Kartemquin Films [us],us
3811420,2002,Stevie (2002),PC235183,SenArt Films [us],us
3811436,2013,Stevie Nicks: In Your Dreams (2013),PC285579,Weapons of Mass Entertainment [us],us
3811472,1986,Stewardess School (1986),PC253953,Summa Entertainment Group,
3811472,1986,Stewardess School (1986),PC270672,Triton [us],us
3811472,1986,Stewardess School (1986),PC057816,Columbia Pictures [us],us
3811472,1986,Stewardess School (1986),PC070202,Delphi Films [us],us
3811541,1985,Stick (1985),PC275663,Universal Pictures [us],us
3811574,2006,Stick It (2006),PC284312,Walt Disney Pictures [us],us
3811574,2006,Stick It (2006),PC247701,Spyglass Entertainment [us],us
3811574,2006,Stick It (2006),PC140366,Kaltenbach Pictures [de],de
3811794,2010,Stiff (2010),PC224284,Robot Monkey Studios [us],us
3811794,2010,Stiff (2010),PC053252,Cinema Epoch [us],us
3811827,2010,Stiffs (2010/I),PC168231,Mavex Productions,
3811867,1999,Stigmata (1999),PC171518,Metro-Goldwyn-Mayer (MGM) [us],us
3811867,1999,Stigmata (1999),PC088631,FGM Entertainment [us],us
3811912,2008,Stiletto (2008/II),PC266550,TinRes Entertainment [bs],bs
3811912,2008,Stiletto (2008/II),PC278011,Vallelonga Productions [us],us
3811993,2014,Still Alice (2014),PC025736,BSM Studio [fr],fr
3811993,2014,Still Alice (2014),PC032091,Big Indie Pictures [us],us
3811993,2014,Still Alice (2014),PC238845,Shriver Films [us],us
3811993,2014,Still Alice (2014),PC142804,Killer Films [us],us
3811993,2014,Still Alice (2014),PC159575,Lutzus-Brown [gb],gb
3812015,2009,Still Bill (2009),PC149940,Late Night and Weekends [us],us
3812025,1997,Still Breathing (1997),PC234306,Seattle Pacific Investments,
3812025,1997,Still Breathing (1997),PC293593,ZapPictures Inc. [us],us
3812361,2008,Still Waters Burn (2008),PC231034,San Jose Motion Pictures,
3812604,2005,Stinger (2005),PC238397,Shoreline Entertainment [us],us
3812604,2005,Stinger (2005),PC193631,Opera Film [se],se
3812623,2015,Stink! (2015),PC183909,Net Return Entertainment [us],us
3812647,1997,Stir (1997),PC224942,Rogers & Cowan [us],us
3812686,2012,Stitch in Time (2012),PC196655,PJB Pictures [us],us
3812686,2012,Stitch in Time (2012),PC035257,Blue Creek Pictures [us],us
3812721,2016,Stitchez: My 10th Grade Year (2016),PC159844,Lyons' Film Productions [us],us
3812891,2017,Stockholm (2017/II),PC177335,Morgue Art Films [us],us
3812891,2017,Stockholm (2017/II),PC201783,Penny Spent Films [us],us
3812989,2013,Stoker (2013),PC100222,Fox Searchlight Pictures [us],us
3812989,2013,Stoker (2013),PC128145,Indian Paintbrush [us],us
3812989,2013,Stoker (2013),PC129007,Ingenious Media [gb],gb
3812989,2013,Stoker (2013),PC068736,Dayday Films [gb],gb
3812989,2013,Stoker (2013),PC233458,Scott Free Productions [us],gb
3813005,2005,Stolen (2005/III),PC097853,Flourish Films [us],us
3813005,2005,Stolen (2005/III),PC202442,Persistence of Vision Entertainment [us],us
3813005,2005,Stolen (2005/III),PC208388,Precision Films [us],us
3813015,2012,Stolen (2012),PC189193,Nu Image / Millennium Films [us],us
3813015,2012,Stolen (2012),PC189183,Nu Boyana Film Studios [bg],bg
3813015,2012,Stolen (2012),PC173268,Millennium Films [us],us
3813015,2012,Stolen (2012),PC232166,Saturn Films [us],us
3813015,2012,Stolen (2012),PC240375,Simon West Productions [us],us
3813015,2012,Stolen (2012),PC289668,Wonderland Sound and Vision [us],us
3813047,2005,Stolen Childhoods (2005),PC105124,Galen Films [us],us
3813067,2015,Stolen from the Suburbs (2015),PC276949,Us Against Them [us],us
3813124,2009,Stolen Lives (2009),PC184220,Neverland Films [us],us
3813124,2009,Stolen Lives (2009),PC037873,Boy in the Box [us],us
3813124,2009,Stolen Lives (2009),PC001098,2 Bridges Productions [us],us
3813124,2009,Stolen Lives (2009),PC005375,A2 Entertainment Group [us],us
3813236,2007,Stomp the Yard (2007),PC216762,Rainforest Films [us],us
3813237,2010,Stomp the Yard 2: Homecoming (2010),PC214999,RCR Media Group [us],us
3813237,2010,Stomp the Yard 2: Homecoming (2010),PC216762,Rainforest Films [us],us
3813237,2010,Stomp the Yard 2: Homecoming (2010),PC245057,Sony Pictures Entertainment (SPE) [us],us
3813252,2007,Stompin' (2007),PC260223,Taylor-Reid Entertainment [us],us
3813259,2014,Stomping Ground (2014/II),PC017019,Anvil Entertainment [us],us
3813259,2014,Stomping Ground (2014/II),PC131734,Irrational Films [us],us
3813284,2010,Stone (2010),PC121149,Holly Wiersma Productions [us],us
3813284,2010,Stone (2010),PC173489,Mimran Schur Pictures [us],us
3813284,2010,Stone (2010),PC173489,Mimran Schur Pictures [us],us
3813284,2010,Stone (2010),PC173268,Millennium Films [us],us
3813284,2010,Stone (2010),PC250657,Stone Productions [us],us
3813317,1991,Stone Cold (1991),PC250645,Stone Group Pictures,
3813317,1991,Stone Cold (1991),PC281635,Vision International [us],us
3813483,2015,Stonewall (2015),PC048725,Centropolis Entertainment [us],us
3813488,2010,Stonewall Uprising (2010),PC196426,PBS American Experience [us],us
3813662,2014,Stop Pepper Palmer (2014),PC155677,Little Mother Productions [us],us
3813662,2014,Stop Pepper Palmer (2014),PC134598,James Brothers Studio [us],us
3813713,2013,Stop the Pounding Heart (2013),PC134898,Japage Investments [us],us
3813713,2013,Stop the Pounding Heart (2013),PC122673,Houston Film Commission [us],us
3813713,2013,Stop the Pounding Heart (2013),PC192667,Ondarossa Film [it],it
3813713,2013,Stop the Pounding Heart (2013),PC206617,Poliana Productions [be],be
3813713,2013,Stop the Pounding Heart (2013),PC212747,Pulpa Entertainment [us],us
3813714,2008,Stop the Presses (2008),PC006410,AMS Production Group [us],us
3813722,2004,Stop the Violence Duval Victim Documentary (2004),PC041165,Bungi Enterprises [us],us
3813774,1992,Stop! Or My Mom Will Shoot (1992),PC188411,Northern Lights Entertainment [us],us
3813774,1992,Stop! Or My Mom Will Shoot (1992),PC275663,Universal Pictures [us],us
3813794,2008,Stop-Loss (2008),PC233484,Scott Rudin Productions [us],us
3813794,2008,Stop-Loss (2008),PC201418,Peirce Pictures [us],us
3813794,2008,Stop-Loss (2008),PC199378,Paramount Pictures [us],us
3813794,2008,Stop-Loss (2008),PC161873,MTV Films [us],us
3814109,2016,Storks (2016),PC217673,RatPac-Dune Entertainment [us],us
3814109,2016,Storks (2016),PC284739,Warner Bros. [us],us
3814109,2016,Storks (2016),PC284739,Warner Bros. [us],us
3814109,2016,Storks (2016),PC284679,Warner Animation Group [us],us
3814200,2013,Storm Rider (2013),PC250642,Stone Five Studios [us],us
3814255,2006,Stormbreaker (2006),PC230923,Samuelson Productions [gb],gb
3814255,2006,Stormbreaker (2006),PC285821,"Weinstein Company, The [us]",us
3814255,2006,Stormbreaker (2006),PC277479,VIP 4 Medienfonds [de],de
3814255,2006,Stormbreaker (2006),PC223365,Rising Star Entertainment [us],us
3814255,2006,Stormbreaker (2006),PC178694,Moving Picture Company (MPC) [gb],gb
3814255,2006,Stormbreaker (2006),PC131998,Isle of Man Film [gb],gb
3814324,1988,Stormy Monday (1988),PC092968,Film Four International [gb],gb
3814324,1988,Stormy Monday (1988),PC178694,Moving Picture Company (MPC) [gb],gb
3814324,1988,Stormy Monday (1988),PC022197,Atlantic Entertainment Group,
3814324,1988,Stormy Monday (1988),PC039476,British Screen Productions,
3814540,2001,Storytelling (2001),PC184739,New Line Cinema [us],us
3814540,2001,Storytelling (2001),PC142804,Killer Films [us],us
3814540,2001,Storytelling (2001),PC110509,Good Machine [us],us
3814552,1992,Storyville (1992),PC111510,Grand Bay Films International Pty.,
3814552,1992,Storyville (1992),PC068571,Davis Entertainment [us],us
3814729,2019,Straight Angel (2019) {{SUSPENDED}},PC057816,Columbia Pictures [us],us
3814837,1991,Straight Out of Brooklyn (1991),PC034248,Blacks in Progress,
3814837,1991,Straight Out of Brooklyn (1991),PC014198,American Playhouse [us],us
3814845,2015,Straight Outta Compton (2015),PC291119,Xenon Pictures [us],us
3814845,2015,Straight Outta Compton (2015),PC275663,Universal Pictures [us],us
3814845,2015,Straight Outta Compton (2015),PC055094,Circle of Confusion [us],us
3814845,2015,Straight Outta Compton (2015),PC039749,Broken Chair Flickz [us],us
3814845,2015,Straight Outta Compton (2015),PC063707,Cube Vision [us],us
3814845,2015,Straight Outta Compton (2015),PC063349,Crucial Films [us],us
3814845,2015,Straight Outta Compton (2015),PC151360,Legendary Entertainment [us],us
3814845,2015,Straight Outta Compton (2015),PC184739,New Line Cinema [us],us
3814873,2010,Straight Shots: Guns at Cornell (2010) {{SUSPENDED}},PC108074,Ginzberg Video Productions [us],us
3814877,2015,Straight Stuntin Chronicles: Volume 1 - A Woman's Scorn (2015),PC251228,Straight Stuntin Magazine [us],us
3814877,2015,Straight Stuntin Chronicles: Volume 1 - A Woman's Scorn (2015),PC275287,United Millions [us],us
3814878,2016,Straight Stuntin Chronicles: Volume 2 - Karma Is Her Name (2016),PC275287,United Millions [us],us
3814878,2016,Straight Stuntin Chronicles: Volume 2 - Karma Is Her Name (2016),PC251228,Straight Stuntin Magazine [us],us
3814879,2016,Straight Stuntin Chronicles: Volume 3 - The Man in the Mirror (2016),PC251228,Straight Stuntin Magazine [us],us
3814879,2016,Straight Stuntin Chronicles: Volume 3 - The Man in the Mirror (2016),PC275287,United Millions [us],us
3814880,2016,Straight Stuntin Chronicles: Volume 4 - Sometimes the Queen Is King (2016),PC275287,United Millions [us],us
3814880,2016,Straight Stuntin Chronicles: Volume 4 - Sometimes the Queen Is King (2016),PC251228,Straight Stuntin Magazine [us],us
3814881,1992,Straight Talk (1992),PC231258,Sandollar [us],us
3814881,1992,Straight Talk (1992),PC268510,Touchwood Pacific Partners 1 [us],us
3814881,1992,Straight Talk (1992),PC121293,Hollywood Pictures [us],us
3814902,2010,Straight to Hell Returns (2010),PC118895,Helltown [us],us
3814919,1999,Straight to the Top (1999),PC228384,SBK Pictures [us],us
3814940,2004,Straight-Jacket (2004),PC229270,SRO Pictures [us],us
3814965,2016,Strait & Narrow (2016),PC182364,Narrow Path Productions (II) [us],us
3814965,2016,Strait & Narrow (2016),PC092264,Fifth Floor Pictures [us],us
3815036,1987,Stranded (1987),PC184739,New Line Cinema [us],us
3815067,2014,Stranded (2014/II),PC217490,Rapid Heart Pictures [us],us
3815067,2014,Stranded (2014/II),PC123744,Hybrid [us],us
3815089,2006,Stranded at the Corner (2006),PC108366,Glaser Productions [us],us
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC086147,Ethan Productions [fr],fr
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC115133,HD Argentina [ar],ar
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC125218,ITVS International [us],us
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC177441,Morocha Films [ar],ar
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC148175,La Realidad [ug],ug
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC256181,Sylicone [fr],fr
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC276282,Uno Films [ug],ug
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC011309,Alea Docs & Films [es],es
3815118,2007,Stranded: I've Come from a Plane That Crashed on the Mountains (2007),PC019841,Arte France [fr],fr
3815203,2015,Strange Blood (2015),PC262123,Teo Ward Productions [us],us
3815203,2015,Strange Blood (2015),PC058790,Compound B [us],us
3815203,2015,Strange Blood (2015),PC061668,Cozy Seal Entertainment [us],us
3815239,1995,Strange Days (1995),PC154383,Lightstorm Entertainment [us],us
3815296,2007,Strange Girls (2007),PC160894,MDUX Pictures [us],us
3815320,2010,Strange Is Normal: The Amazing Life of Colin Wilson (2010),PC218493,Reality Entertainment (RE) [us],us
3815356,2015,Strange Magic (2015),PC158496,Lucasfilm [us],us
3815356,2015,Strange Magic (2015),PC158494,Lucasfilm Animation [us],us
3815356,2015,Strange Magic (2015),PC158494,Lucasfilm Animation [us],sg
3815356,2015,Strange Magic (2015),PC128528,Industrial Light & Magic (ILM) [us],us
3815356,2015,Strange Magic (2015),PC094027,Filmbox [pl],pl
3815356,2015,Strange Magic (2015),PC284312,Walt Disney Pictures [us],us
3815356,2015,Strange Magic (2015),PC284312,Walt Disney Pictures [us],us
3815403,2010,Strange Powers: Stephin Merritt and the Magnetic Fields (2010),PC096985,Fix Films [gb],gb
3815427,2012,Strange Sunset (2012),PC167529,Master Flow Productions [us],us
3815457,2008,Strange Wilderness (2008),PC153246,Level 1 Entertainment [us],us
3815457,2008,Strange Wilderness (2008),PC201457,Pelican Productions LLC (I) [us],us
3815457,2008,Strange Wilderness (2008),PC116835,Happy Madison Productions [us],us
3815477,2014,Strangely in Love (2014),PC198851,Paper and Pen Films [jo],jo
3815477,2014,Strangely in Love (2014),PC194380,Origin Films [us],us
3815577,1997,Stranger in the House (1997),PC263428,The Image Organization,
3815577,1997,Stranger in the House (1997),PC027467,Bandito Productions [ca],ca
3815577,1997,Stranger in the House (1997),PC012308,Allegro Films [ca],ca
3815615,2006,Stranger Than Fiction (2006),PC165055,Mandate Pictures [us],us
3815615,2006,Stranger Than Fiction (2006),PC057816,Columbia Pictures [us],us
3815615,2006,Stranger Than Fiction (2006),PC062775,Crick Pictures [us],us
3815615,2006,Stranger Than Fiction (2006),PC079901,Ebeling Group [us],us
3815615,2006,Stranger Than Fiction (2006),PC265397,Three Strange Angels [gb],gb
3815763,2010,Strangers Don't Cry (2010) {{SUSPENDED}},PC014317,Americana Films [us],us
3815763,2010,Strangers Don't Cry (2010) {{SUSPENDED}},PC284197,Walla Films [us],us
3815827,2009,Strangers Online (2009),PC161619,MPH Productions [us],us
3815836,2005,Strangers with Candy (2005),PC224202,Roberts/David Films [us],us
3815836,2005,Strangers with Candy (2005),PC058045,Comedy Central Films [us],us
3815836,2005,Strangers with Candy (2005),PC290412,Worldwide Pants [us],us
3815881,2010,Strangulation (2010),PC178495,MovieScreams [us],us
3816042,2010,Strapped (2010),PC013053,AltarBoy Productions [us],us
3816181,2011,Straw Dogs (2011),PC028621,Battleplan Productions [us],us
3816181,2011,Straw Dogs (2011),PC233727,Screen Gems [us],us
3816218,2010,Strawberry Cliff (2010),PC234455,Second Sister [us],us
3816218,2010,Strawberry Cliff (2010),PC131749,Irresistible Films [hk],hk
3816284,2006,Strawberry Shortcake: The Sweet Dreams Movie (2006),PC065525,DIC Home Entertainment [us],us
