InvestorId,Investor_Name,successful_investments
123722-83,Dourado Resources,
123723-19,dignity.cz,1
12372-40,Hoonuit,
123724-18,Kevin Zhang,1
123724-81,Tyler He,1
12372-49,Heartland Communications Group,3
123725-08,Chris Stallman,1
123725-44,Hisusa Holding de Infraestructuras y Servicios Urbanos,
123725-62,Providence Tarzana Medical Center,
123725-98,Pat Kenealy,1
123726-16,Sources Community Resource Centres,
123727-24,Cardiff Marine Group,
123728-05,Partners For Life Planning,
12372-85,Fashionology,2
123728-68,Zahi Khouri,
12373-12,Brand Matter,1
123732-82,Dyno Nobel (Northeast Ops.),
123732-91,WFC Investment,
12373-30,Unternehmens Invest Aktiengesellschaft,45
123733-18,Jardinerie de Montesson,
123733-63,Van Genechten Packaging International,
12373-39,Consolidated Media Holdings,4
12373-57,Raffia Capital,1
123736-15,MD & T Partners,
123736-33,AhernIT,
123736-51,Ampco System Parking,
12373-66,CapeView Capital,3
123738-31,Edmonds UK,
123738-76,Zaytouneh,
123740-11,Herty Tammo,1
12374-02,Dreams,
12374-20,MF Global,
12374-29,Odewald & Compagnie,29
123744-07,EDF Invest,1
123744-16,Rising Realty Partners,1
123745-24,Health Source Technologies,
12374-56,China Comservice,
12374-65,Edge Consulting,
123746-50,Scott MacIntosh,1
123747-04,Henry Petroleum,
12374-83,Church's Chicken,
123748-93,Promyshlennye Postavki,
123749-02,SelkhozTsentr,
12374-92,Rutgers,3
123751-00,Franciscan Alliance,
123751-45,Holualoa,2
12375-19,Con-Way,1
123751-99,Graphene Ventures,1
12375-28,Green Bank,
123753-97,BAE Systems Ventures,1
123754-15,Retrievex Panama,
12375-46,Green Bank (Acquired),
123754-87,Techsnabexport,1
123755-32,Golden Boy Promotions,
123755-59,Novavisions,1
123756-49,Volta Labs (Incubator),11
123757-57,Manx Airlines,1
123757-75,Anand Kamannavar,1
123757-93,Verrechnungsstelle der Süddeutschen Apotheken,
123758-29,Integrated Beverage Group,
123758-56,The Newton County Community Foundation,1
123758-74,Jay's Moving,
123759-37,"Hall, Render, Killian, Heath & Lyman",
123759-64,Hitomedia,3
12376-00,de Anda Capital,10
123760-36,SRB Greenway Offshore Operating Fund,1
123760-54,SRB Greenway Capital,1
123760-63,Elite Creations,
123760-99,Epimède,
123761-17,Fund+,3
123761-35,Or Offer,
123761-53,Highridge Partners,2
123761-71,Noord-Brabant,
123761-80,City of Eindhoven,1
123761-98,Streck,
123762-25,United Trademark Group,
123762-52,Phage Pharmaceuticals,
123763-06,Bluechip Invest,
123763-15,Northern Light Technologies,
123763-42,Boulder Cycle Sport,
123763-96,Hill Physicians Medical Group,
123764-23,VIA (Portland),
123764-59,Michael Granoff,
123764-68,Hendrick Automotive Group,
123765-04,24Seven Technology Group,
123765-22,Habitec Security,
123765-40,Fast Photon,
123765-76,Prologue,2
123766-12,David Coulter,
123766-21,Megafoods,
123766-39,Total Administrative Services,
123766-48,3D Corporate Solutions,
123766-57,Bestgrowth,
123767-02,Bartons Global Holdings,
123767-11,MTU,1
123767-29,Delivra (Pharmaceuticals),
123767-38,SD&P Finance,1
123767-74,Patrick Fleury,
123767-92,GreyHawk Brewery,
123768-28,Pizza Mann Restaurations,1
123768-37,McKinsey Solution,
123768-46,Hawaii Credit Union League,
12376-90,Deutsch Engineered Connecting Devices,
123769-54,Empower Capital,3
12376-99,Fondi Italiani per le Infrastrutture,10
123770-26,FutureLife,
12377-08,QSC,1
123770-80,Spetsializirovannaya Depozitarnaya Kompaniya Garant,1
123771-07,Finkonsul,
123771-61,Coulee Bancshares,
12377-17,Mainframe Participaties,
123771-97,Procurri Corporation,
123772-60,Somel Investments,
123772-87,Corn Bay Associates,
123773-14,Trimont Real Estate Advisors,
123773-32,Strategic Financial Partners,
123773-77,Mizuho Asia Partners,1
123773-95,Vista Corp Holdings,
123774-04,Natsu Foods,
123774-13,Essex Group,
123774-31,Crowdmix,
123774-58,Graeme Hawinkels,1
123774-85,Hitec (Laboratories),
123775-93,Alere Switzerland,1
123776-20,FCm Travel Solutions,
123777-19,Sovmestnoe Predpriyatie Gr i Ko,
123777-28,Department 13 International,
123778-00,WightFibre,1
123778-54,Tisiwi,4
123778-72,KompozitDevelopment,
123778-81,MrktServ Holdings,
123778-90,BNi Building News,
123780-52,Launch Dal,1
123781-42,Jamestown S'klallam Tribe,
123781-96,Huron Public Library,
12378-25,Duet Group,3
123782-50,Offshore Wind Assistance,1
123782-86,3E (Belgium),1
123782-95,Applegate Insulation Systems,
123783-22,AXYS Technologies,
12378-43,Zetacom,
123784-75,GDF International,4
123784-84,FOGÁZ Földgázelosztási,
123785-38,Nuffield Health Care,
123786-01,Vinous,
12378-61,Malibu Boats,
123786-19,DAS Group,1
123786-28,Neunorm Verwaltungs,
123786-46,Kordex,
123786-55,Financial Gravity Companies,
123786-73,Kudos Shower Products,
123787-63,SISS Consulting,
123787-72,Ag TechInventures,
123787-81,Emad Malhas,1
123788-08,Kawar Group,1
123788-71,The Grooming Network,
123788-98,Anderee Berengian,1
123789-16,Jesse Levin,1
123789-25,Dave Williams,1
12378-97,FOCUS Investment Banking,
123789-79,Mitch Free,1
123790-51,A.P.I. Alarm,
12379-06,Premier Performance Products,
123790-87,Euroainvest,1
123790-96,Schneketten,
123791-32,Aleron Subsea,
123791-41,MBF Group,
12379-15,Loop Capital Markets,
123793-03,STI Angel Investors,
123794-65,K Brewery Trade,1
123795-28,North American Partners,1
123795-46,Rothcove Partners,
123795-64,Tasca Automotive Group North,
123796-72,McKenzie Accelerator,1
123796-90,LightHouse Financial Group,
123797-53,Hubert Yuan,1
123798-34,Wacker Chemical,1
123798-88,Liberec Investment Fund,
123799-51,InterTrade Industries,
12379-96,General Cinema,1
123799-87,Allen SBH Investments,1
123799-96,AIOSL,1
12380-14,FireKing Security Group,
123801-76,CANCOM IT Systeme,2
123802-21,Cupire Padesa,
123802-75,Ercé plasturgie,
123803-56,Signet International Holdings,
123803-65,IBN Facilitair,
123803-92,Svenska Spel,2
123804-46,Gerdins Holding,1
12380-50,ACT Teleconferencing,1
123805-00,Brad Wisler,2
123805-18,Todd Boyman,1
123805-36,Mike Trotzke,2
123806-08,Farner Consulting,
123807-43,Etichette Nika,
123807-79,Eric Brown,1
123807-97,Kacey Martin,2
123808-87,Adecco Medical,
123809-14,Edmund D Samora,
123810-22,NVO Spetsmodel,
123810-76,Tom Tunguz,
123811-21,Rochdale Credit Union,
123811-48,Gevelbouwgroep Börger Seedyk,
123811-57,Pocketförlaget,
123811-93,Tukan Förlag,
123812-38,Eurotekstiil OÜ,
123812-65,Management Angels,
123813-73,Artekno Eesti,1
123814-45,Integra Realty Resources,1
12381-49,Pamodzi Group,3
123815-17,Creovent,
123815-80,Jim Faulds,
123816-61,Global Food Group,
123816-70,Industrie Metallvakuum Ranger,
123816-88,Greenlight Greater Portland,
123817-24,Heinrich Kohler Auktionshaus,
123818-05,Howard Yeh,1
123820-30,Absolute Energy Solutions,1
123820-84,Jim Mann,1
123821-02,BlackWatch Energy Services,
123823-81,Aetna Group,
12382-39,Cordjia,1
123824-44,Emprear Argentina,
123824-80,Opti-cal Survey Equipment,
123825-52,Pablo Garfinkel,
123826-78,Struck Capital,2
123827-59,Monstercat,
123828-04,Wyko Industrial Services,1
123828-94,Franck Bergonzo,
12383-02,CIT Group (Europe),
123830-20,United Parts Group,1
12383-11,Israel Infrastructure Fund,3
123832-54,Lavell Systems,1
123833-53,Cyril Aouizerate,
123834-07,Julien Codorniou,2
123834-34,Olivier Gonzalez,
123834-43,Infusion Angels,1
123835-06,Everstream Solutions,
123837-31,William Hughes,
123837-85,The Prescott Lakes Community Association,
123837-94,Dan Gervais,
12383-83,ABG Shipyard,4
123840-82,Rose + Moser + Allyn Public & Online Relations,
12384-10,Everest Kanto Cylinder,
123841-63,Bamble Sparebank,
123841-99,Mark Frank,
123842-44,Cheryl Gordon,
123843-34,Frank Vium,
123843-43,Lysvenskiy Zavod Emalirovannoy Posudy,
12384-37,Promax Nutrition,1
123846-40,Mitacs,
123846-85,Mango Technologies,1
123848-74,Lucent Asset Management,10
123849-10,Howarth Timber Engineered Solutions,
123849-55,Titan Demontazh Stroy,
123849-91,Tranter PHE,
12385-00,Vovici,
123850-00,Grovemoor,
123850-27,Splosna Plovba Portoroz,
123852-34,Nevision,
123853-51,Maguire Properties,1
123854-14,Albin Invest,2
123854-86,Radifinity,1
123854-95,Startup Garage,19
123856-12,Gilt Edged Promotions,
12385-63,Bank of Nova Scotia,10
123856-93,Entrust Solutions,
12385-72,Truconnect,1
123857-38,HL TRAD,
12385-81,Gemini Partners,2
123858-73,7716443 Canada,
12385-90,Beryl Resources,2
123859-81,Inland Technologies Canada,
123860-98,Bagla Group,
123861-07,Burrow & Crowe,
123861-25,Ty Roberts,
123861-34,Rick Young,
123861-43,Peermusic III,
123861-97,Wizlynx Group,
123862-06,Thomas Miller,1
123862-42,AerFin,
123862-69,ALSEI,
123863-14,Sydec SA,
12386-35,The Planet,
123863-50,Ongole Holding,
123863-59,Intalere,
123863-95,VVS Motors,
123864-04,Jaroslaw Krolewski,1
123864-76,Yantai Taihai Group Company,
123864-85,Proformance Technologies,2
12386-53,4tell Solutions,
123866-83,French/West/Vaughan,1
123867-10,Certis Europe,1
123867-28,MVP Systems Software,
123867-37,N'Take,
123868-27,Ongoing Strategy Investments,
123868-45,Portquay West,1
123868-63,TKL Research,1
123869-26,Driven Performance Brands,
123869-35,Kerkhoff Group,
123869-62,D'Addario & Co,
123869-71,Heron Pest Control,
123871-06,Thermal Systems KWC,
123871-15,Amit Agarwal,
123871-24,Medinvest (investment holding company),2
123872-05,John Hegarty,1
123872-14,Martin Boase,
123872-23,Michael Greenlees,
123872-32,Richard Reed,
123872-41,Jon Wright,
12387-25,ABC Laboratories,
123872-59,Adam Balon,
123873-85,Eddyfi NDT,
123874-21,Commonwealth Universal Research Enhancement,
12387-52,United Defense Industries,1
123876-55,Atanor do Brasil,
123876-82,Big Fish Branding,
123877-72,Aber Whitcomb,1
123878-62,Johnson & Johnson Vision Care,1
123879-16,One Green Bean,
123879-70,Alessandro Errico,
123880-42,South Danish Technological Innovation,
12388-06,Crdentia,
123880-69,Agrarnaya Gruppa-Upravlayuschaya Kompaniya,
123882-04,Sergei Tchetvertnykh,1
123882-22,Philip Deck,1
123882-31,InnoCité MTL,
123882-58,TALKINGTECH,
123883-39,Atle Industri,6
123883-57,FanDom Sports Media,
123883-84,"Danish Ministry of Science, Innovation and Higher Education",
123884-11,Real Future Co,
123884-20,Ministry of Science and Technology of India,
12388-51,Synad Technologies,4
123885-10,Vækstforum Sjælland,
123885-46,Midnight Oil Exploration,
123885-64,Copenhagen Spin-outs,
123886-27,Prostate Action,
123886-36,Beck Industries,
123886-45,Bandai Namco Entertainment,
123886-63,Van Rooi Meat,
123886-99,Intrax,
123887-17,Make In LA,1
123887-26,Midsteel Pipeline,
123887-44,Red Hill Energy,1
123887-80,Prosper Group,
123887-89,McGill X-1 Accelerator,1
123887-98,Michael Hool,
12388-87,Nashville Capital Network,19
123889-24,Apas 2002,
123889-42,Danish Council for Strategic Research (DCSR),
123889-51,DS7,
123889-60,MarketingAudit,
123890-14,Prostate Cancer UK,
123892-21,Dave Fetterman,
12389-23,MMI Investments,5
123892-57,Matt Stehle,
123892-66,League Now Holdings,
123892-75,Occasions Catering,
123892-84,Dollar Financial UK,
123892-93,Suneel Gokhale,
12389-32,Centum Investment,6
123893-29,Far East Leisure,
123893-56,Pluto System,
123893-65,Elissa Freiha,
123893-74,Town & Country Industries,
123894-01,Bruna Aguiar,
123894-73,Sonia Weymuller,
123895-09,George Overholser,
123895-36,Dave Canfield,
123895-72,Rachel Pether,
12389-59,Reliance Naval and Engineering,
123896-17,Ben Jones,
123896-62,Omar Kadrie,
12389-68,MedPlast,1
123896-98,JSD Financial Design,1
123897-52,Nick Kwolek,
123897-70,Clare Sig,
123898-15,Corporate Business Advisors,
123898-33,Magog Holdings,
123899-77,China Properties Investment Holdings,2
123900-13,China Environmental Energy Investment,2
123900-67,HyXo,1
123900-76,Sondex Holding,
12390-22,Goldis Berhad,2
123903-28,Naveen Lukkar,1
123903-91,Ramesh Somayaji,1
123904-09,Osher Capital,3
123904-18,Przedsiebiorstwo Handlu Zagranicznego Baltona,
123904-36,Q Lotus Holdings,
123904-45,Biolume,
123904-81,R-G Financial,2
123905-17,B&L Management Company,1
12390-67,Zabeel Investments,1
123907-96,Tito Costa,
12390-85,ProA Capital de Inversiones,4
123908-77,Meridian Insurance Holdings,
123909-67,UTU (Finland),
123909-94,J.H. Ziegler,
123910-66,Techsa - Kfz - und Landmaschinenservice,
12391-12,Montefiore Investment,11
123911-29,OC Beverages,
123911-83,"Anthony Plumbing, Heating & Cooling",
123912-73,Health Diagnostic Laboratory,2
123913-09,Wretch Chien,
123913-36,Science & Technology International,1
12391-39,Universal Power Transformers,
123913-99,Patrick Sigrist,
123914-17,Caterfood (South West),
123914-89,Venture Studio (VC),1
123915-07,Terra Nova Advisers,
123915-25,True Health Diagnostics,
123915-43,NBB Investment,
12391-57,SatCon Technology,2
123916-33,Gee's Haulage,
123916-42,Autoliv ASP,
12391-66,TVG Capital Partners,2
123916-60,Blackstone Technology Group,1
123917-05,Community Bankers Acquisition Corporation,
123917-23,BFG International,
123917-32,Adventist Health,2
12391-75,KingSett Capital,4
123917-59,Halens,
123917-77,L.A. Koreana,1
123917-95,Grupo Ayesa,
123918-22,W&R Barnett,
123918-85,Innolinks Ventures,1
123919-03,Richard King,
123919-39,Matus Maar,
123919-66,Matt Abrams,
123920-92,Danish Energy Authority's Development Programme,
123921-01,Prashant Malik,
123921-28,Commerce Bancorp,3
123921-64,Lab360 Hardware Incubator,1
123921-73,ProspectHill Group,
123922-63,Blue Stream Resources,
123922-81,Eurowood,
12392-29,Ensurapet,
123923-80,Bowdon Investments Group,
123923-98,Aleyant,
12392-47,E. Sun FHC,1
12392-56,Dome Equities,3
123925-78,Moran Capital Partners,
123926-05,Butterfly Effects,
123926-32,Alaska USA Insurance Brokers,
123927-22,Harinera La Meta,1
123927-40,BondPR International,
123927-58,Ron Clark,
123927-67,Catespan,
123927-94,Malcolm Warne,
123928-21,Tim Dunn,
123928-39,Steve Russell,
123928-66,Sam McCauley Chemists,
123928-84,Pentagon Design & Print,
123929-38,Peterwall,
123929-92,Aerelink,1
123930-55,Atlas Technology Group (United States),
123930-73,Aon Italia,
123932-17,Yezdi Lashkari,
123932-62,AutoSeis,
123932-89,Health Tech Innovation Foundation,
123934-15,ProMed Waste Solutions,
123934-87,QMS Capital Management,
12393-64,Teladoc,
123936-49,US India Science and Technology Endowment Fund,
123937-12,Ennstone,5
123937-39,Lindy Paving,
123938-11,Feintuch Communications,
123938-29,Helio Micro Utility,
123938-38,Ted-Bed EAD,
123938-65,Wedel Investments,1
123939-19,Telesis Solar,1
123939-28,RevvX Hardware Accelerator,2
123939-46,BAM Enterprises,
123939-55,Mtel (Netherlands),
123939-91,Real Living,1
123940-00,Watson Mitchell Blackburn,
123940-09,Automech,1
123941-26,Asúa Inversiones,
123941-53,MetalX,
123941-62,Sovereign Health of California,
123941-80,Salil Pradhan,
123941-98,Burke Robertson & Associates,
123943-06,Jackson Associates,
12394-36,Rudolph Technologies,
123943-69,Lars Krogius,
123944-14,Michelle Meyer,
123944-95,Blu Sky LLP,
123945-31,Autohaus Dörr & Hess,
123945-40,Carnelian Energy Capital,
123945-76,Steel Solutions,
123946-12,Redstone,4
123946-57,Raghunandan G.,
123946-75,Allpark Empreendimentos Participações e Serviços,
123947-56,VentureCross Partners,1
123947-92,Chrysalis Capital Advisors,7
123948-46,Eisma Media,
123948-55,Bankinter Seguros de Vida,
123948-73,Russian State Insurance,2
123949-09,Abhishek Arora,
123949-63,CGE Investimenti,1
123950-89,Fabio Luciano Mazza,1
123950-98,Lighthouse Italy,
123951-07,Cheerful Link,
123951-43,Skellerup,
123952-33,Focus Foodservice,
12395-44,Morgan Stanley Real Estate Advisors,36
123954-40,ABB Technology Ventures,9
123954-58,KPMG Capital,
123954-67,Go Capital,
123954-94,Andres Santo Domingo,
123956-92,Emerald Homes,
123957-28,Lone Wolf Realty,
123957-37,Alan Heron Homes,
123958-36,Dickey-John,1
123958-45,The Louis Berkman Co.,2
123958-72,Motorcycle Industry Council,
12395-89,Groupe Lucien Barriere,4
123961-24,DMT Technology,
123961-33,Enertronica,1
123961-51,Dita,
123962-41,Milagros Del Cobre Mineria,
123962-59,Alpha (Investor),1
123963-40,Elite Media Worx,
123964-12,Air Liquide Healthcare America,
123964-66,Harvest Power (Solar Power),
123964-84,Sebastian Feldmann,1
123965-11,Matthieu Fitoussi,
123965-29,Display World,
123967-00,Richard Owens,
123967-99,Kuljetusliike Ville Silvasti,
123968-08,Chris Hugg,
123968-26,Stephen Holliday,
123968-44,Roust Trading,
123968-71,DEQ,
123969-34,Drystone Chambers,
123969-88,Chongqing Tianci Hot-Spring Group,
123970-15,KBHT,
123970-24,Mark Clayton Hand,
12397-06,First Republic Investment Management,
123970-69,USB Initsiativa,1
123971-50,Onda Energia,2
123971-95,Tok-Stroy,1
123972-22,Atel Energia,1
123972-76,Context Capital Management,
123972-94,Sindopalm,
123973-48,Top Stroy,1
123973-66,Grace Medical,
123974-02,Wernau Asset Management,
123974-56,MEL Group,
123974-92,Privera,
123975-64,Nauchno-Proizvodstvennoe Obyedinenie Angstrem,
123976-90,MUP Ekaterinburgenergo,
123977-08,Michael Beaudoin,1
123977-71,Upravlenie Investitsiyami,
123977-80,Trinfico Advisers,
123978-07,Weissenfelser Handels-Gesellschaft,
123978-79,Stephen Betts Group,
123979-33,Plåt-Lars,
12397-96,Lodis Accessories,
123979-69,Torbjörn Johansson,1
123979-87,AutoHolding RRT,
123980-77,DKTrans,1
123981-04,Grupo Tecnologico e Industrial GMV,
12398-14,Duke and King Holdings,
123981-67,Fuerst Day Lawson,
123982-30,Eldora Group,
12398-41,Lasso Partners,1
12398-59,Reliance Industries,16
123986-26,Cavenham Private Equity and Directs,2
123986-89,Felipe Henriquez,
123986-98,Carlos Gómez,
123987-16,Pablo Viojo,1
123987-43,Juan José Rentería Spoerer,
123987-79,Pierre Valade,1
123988-15,Jean-Charles Samuelian,
12398-86,Move,2
123989-23,Soler & Palau USA,
123989-32,PanAlarm,
12398-95,Ault Glazer,3
123989-50,Panavi,
123989-68,George'N'Simon,
123990-22,APi Group (US),
123990-40,Esteban Reyes,
123990-67,Andrew Simon,
123990-85,Carlos Dominguez,
123991-12,Russell Deakin,
123991-30,Jose A. Ortega,
123991-39,Emprende FCh,4
123991-57,Lemelson Recognition and Mentoring Program,1
123992-11,CityPoint Holdings,1
12399-22,Seven Wells,1
123992-56,National Research Development Corporation,
123993-46,RadQual,
12399-40,Allegro Biodiesel,2
123994-09,RGS Holding,
123995-98,Penza Energy Retail Company,
12399-67,Pet DRx,
123996-70,CIBT Visum Centrale,
123997-06,Färna Invest,
123997-15,Rainbow Trend,
123997-42,Vize Capital,
12399-85,Viking Systems,
123999-76,McKesson Patient Care Solutions,
123999-94,Silver Fern Farms,1
12400-03,Continucare,
124001-02,National Insurance Partners,
124001-11,H2 Ventures,2
12400-12,Compact Power Equipment Centers,
124001-38,Corporate Floors,
124001-74,Telecommunications and Computer Networks Group,
124001-83,BXM Holdings,1
124002-01,Kairos Investment Management,1
124002-19,Red Spot Paint & Varnish Co.,
124002-46,HEIG-VD,1
12400-30,Centaurus Capital,6
12400-39,Arzaq Holdings,1
124003-90,Nextel Communications Argentina,
124005-88,Fausta Pavesio,
124006-24,"Plastic Molding Mfg., Inc",
124006-78,Shanghai Maling Aquarius Company,1
124006-87,Dynamic Fluid Control,
124009-12,Mayfair Capital Commercial Property Trust,
124009-30,Bright Financial Services,
124009-57,Srivibhavan Balaram,
124009-66,Ricoh Sverige,2
124009-75,Shyam Kamadolli,
124010-02,FP Sverige,
124010-20,Glintt-Global Intelligent Technologies SGPS,1
124011-64,Westrade USA,2
124011-82,Proficol,1
12401-20,InComm,
124012-09,Cedar Chemical,1
124013-53,Black Lion Resources,
124014-16,Mitchell Patterson,1
124014-79,Franke Holding,2
124015-96,Think Accelerator,1
124016-41,Shop 'n Save,
124016-86,Anderson Regional Medical Center,1
124018-12,Christian Kaiser,1
124018-39,Javelin Technologies,
124018-75,Entropy Investment Management,
124019-92,Edenred Italia,
12402-01,Ruffalo Noel Levitz,
124020-19,Hanwha Q CELLS USA,1
124020-55,Datos Media,
124020-73,Oizumi Amuzio,
124020-91,Marvelous Entertainment,1
124021-63,NorthEast Treatment Centers,
124022-26,Brian Ascher,
124022-53,Frank Giuliano,
124022-62,Vergo Retail,1
124023-07,Matthew Schwingel,
124023-97,National Glass Exchange,
124025-86,Tom Ojala,1
124026-94,Perrigo Group,2
124027-12,Antti Vasara,1
124028-20,Base telephone,
124028-38,Spindial,
12402-91,Dolphin Discovery,
124029-19,David C Murray CPA,
124029-46,Peter Lynn & Partners,
124029-55,Maximilian Claussen,
124030-63,YouNick,
12403-09,Westmoreland Coal,2
124031-71,Miguel Valls,
124031-89,Fort Knox Förvaring,
124032-25,PepperBall Technologies,
124033-24,Editions Casterman SA,
124033-60,Kandu Capital,
124034-23,HBR Genomics,
12403-45,Prosperity Capital Management,3
124034-77,TRS Staffing Solutions,
124035-22,Ski Vacations,
124035-49,Tolaram Group,5
124035-58,Carrier Refrigeración Ibérica,
124036-21,Ketterer Truck Manufaktur,2
124036-48,HGDLMA Holding,1
124036-84,Financial Idac,1
124037-02,Ryad Boulanouar,1
12403-72,Subhkam Ventures,2
124037-38,Hugues Le Bret,1
124038-10,Rok,1
124038-55,Gabrielle Taylor,1
12403-99,Hampshire Real Estate Companies,1
124040-44,Merchant Retail Group,2
124040-71,William Joplings of Sunderland,1
124040-89,bpd partners,
124041-07,Draslovka Holding,
124041-16,Martin Murphy,
124041-25,Darrin M. Disley,
124041-61,B3 Holding,1
124041-79,Owen Owen,2
124042-24,Groupe Rideau,
124042-51,Mullen Technologies,
124042-69,Tamura Europe,
124042-78,CD-Lab,
124042-87,Envirosight,1
124043-05,Freeway (Denmark),1
124043-32,Burger Schloz Automobile,
12404-35,Meridian Surgical Partners,7
124043-50,Blumen Nützi,
124043-95,Alchrome Enterprises,
124044-04,Hartmann International System Logistik,
124044-13,Angels in Med City,
124044-31,Sevenex Capital Partners,
124044-40,Salyut,
124044-58,Proizvodstvenno-Kommercheskaya Firma Pentapol,
124045-12,CbusineZ,4
124045-21,Domkeller Holding & Handelsgesellschaft,
124045-39,Mark Tracey,
124045-66,Duncan Moore,
124046-38,Maison Capital,1
124046-47,ChuanCheng Fund,
124046-56,Chalor Capital,
124046-74,Vivek Muthu,
124046-92,Simon Street,
124047-55,Keele,
124048-27,ThedaCare,2
124048-36,Meerwind (Sweden),
124049-08,Airpro,
12404-98,Dedicated Computing,1
124050-16,Bergfalk,
124050-25,Jonathan Greenfield,
124050-70,MMC Health Services,20
124050-88,Amit Goel,
124052-23,Bret Lock,2
12405-25,Qualia Capital,
124052-59,Südpack Verpackungen,
124054-12,Topnordic,
12405-43,Qualia Library Companies,
124054-30,Vagner Kindlustusmaakler,
124055-11,Xulaka,
12405-52,SCP Worldwide,3
124055-29,Stylileni,
124055-38,Kourinio,
124055-56,Boaden,
124055-65,Fanjet,
124055-74,Elppor,
124055-92,Etela Savon Energia,
124056-28,SFP Capital,
124057-09,RWC Partners,
124057-36,SunTechnics,1
12405-79,Mirabilis Ventures,5
124058-35,Upravlyayuschaya Kompaniya Agrosoyuz-Tsentr,
124058-80,Jerry Karabelas,
124059-16,Plasess,
124059-61,Josh Cynamon,
12405-97,BIO Landscape & Maintenance,
124060-42,Willard Umphrey,
124060-87,Norman Sorensen,
124061-41,Hot Light,
124061-50,Angela Jackson,18
124062-13,Ankit Bhatia,
124062-40,Craig Whitmer,
124062-76,Alex Berezhnoy,
124062-85,Rajiv Mashruwala,
124063-30,Burrell Scientific,
124064-02,Cobham Life Support,
12406-42,Argyle Security,
124064-29,Archana Gawde,1
124064-74,Andreani,1
124065-91,The Technological incubators Program,
124066-27,EF-Sikring,
124066-99,STC-Group,1
124067-62,Svobodnyi Trud,
124070-59,Energi E2,1
124070-68,Trend Discovery Capital Management,1
124071-94,Transstroy Industrial Construction,
124072-21,Investment Real Estate,
12407-23,Gas Gas,
124072-39,YunInvest,
124072-93,Altair (Pharmaceutical Glass),
12407-32,Ingenia Capital Partners,2
124073-29,KNRM,
124074-37,IPN Incubator,
124074-46,Electrogeloz,
124075-36,Telcogames,
124076-17,Telecominvest,2
124076-35,Telfrance,1
124076-71,Alfonso Jiménez e Hijos,
124077-16,Tuotantotalo Werne,
124077-79,Touchstone Resources,
12407-86,RIEMSER Pharma,4
124078-60,ROFF - Consultores Independentes,
124079-05,Biotechnology Innovation Fund,1
124079-23,Britannia Radio Cars Merseyside,
124079-41,Government of Switzerland,2
124079-59,Allyon Capital Partners,
124080-49,Helmut Meier,
124080-58,Klaus Hoelbling,
12408-22,Lonmar Global Risks,
124082-20,Cooperativas Unidas de la Palma,
124082-29,LottVision Internet Management,
124082-92,SAT Agroiris,
124083-10,Douglas Kell,
124084-54,Star Snacks,
124084-81,The Sunlight Service Group,1
124085-17,Richard Antwi,
124085-53,Accéntuate,
124086-88,Dave Burton,1
124088-05,General Cannabis,
124088-14,Goncalo de Vasconcelos,1
124088-23,High Company,
124088-41,Robert Higginson,1
124088-59,Medicinfo,1
124088-95,David Orr,1
124089-13,Graham Summers,1
124089-67,Eclipse Advisors,
124090-12,Maxdata,
124090-21,"Office of the Chief Scientist of the Ministry of Industry, Trade and Labor",2
124090-39,Patricelli Center for Social Entrepreneurship,1
124090-48,Andy Weissman,1
124090-57,St. George Investments,
124090-66,Ramius Commercial,
124091-74,Tools Ostergotland,
124091-83,Greater Intell,
124092-01,Steven Broukhim,
124092-10,Paulius Uza,
124092-28,Torno Global Contracting,1
124092-46,David Corns,
124092-55,Ukrainian Business Group,
124092-64,J.D. Fagan,7
124092-82,Norsk Telegrambyrå,
124093-09,Kenneth Ballenegger,1
124093-27,Joey Separzadeh,
124093-45,Tim Liao,
124093-54,Anish Shah,
124093-90,Giac Vu,
124094-08,Ben Eastman,
124094-44,Christopher A. Howard,
124094-71,Praveen Kanakamedala,
124094-80,Steven Kallmeyer,1
124094-98,Fenix Investments UK,
124095-16,Dany Lennon,
124095-25,DP Energy Ireland,1
124095-52,Sam Keywanfar,
124095-70,David Bolour,
124095-79,Ophir Tanz,
124095-88,Stuart Scott,1
124096-06,Zach Coopersmith,
124096-15,Geoff Abbott,
124096-24,Anne Scott,1
124096-69,Audalia Laes Nexia,
124097-41,VietCapital,2
12409-84,Starbucks,13
124098-40,Sonic HealthPlus,
124098-85,Barberini,
124099-03,Independent Order of Odd Fellows Manchester Unity Friendly Society,
124099-48,Buzakalasz 66,
124099-84,Aresa,
124099-93,Dubai Silicon Oasis Authority,1
124100-56,FPT Capital,1
124101-01,Hellma,
124101-10,EMY,
124101-19,Ken Branson,1
124101-73,Lipper Alpha,1
124102-81,Elf Gas Saigon,
124103-26,Aimee Garcia,1
124104-16,ProCare Pharmacy Benefit Manager,
124105-33,Estavayer Lait,
12410-56,AMP (Reinsurance Runoff Operations),1
124106-05,Tvarita Capital,1
124106-50,James O'Donnell Funeral Home,
124106-68,Michael Drysdale,1
124107-13,Gravity Center,
12410-74,Werther Partners,
124107-40,Lou Farinella,
124107-49,Arie Trouw,
124107-76,Chris Choi,
124108-48,AlvaMed,
124108-57,Radical Ventures,1
12410-92,Harvard Bioscience,3
124109-29,Holding del Conte,1
12411-01,Jewell Instruments,
124110-55,IIIT-H Foundation,8
12411-19,Optimal Solutions Integration,
12411-28,Stonewall Kitchens,
124112-80,Inovisco Mobile Media,
124113-79,Foyer,
