InvestorId,Investor_Name,successful_investments
112037-05,Brian LaRock,
112037-32,Bob Bausmith,
112037-59,David Gehring,
112037-68,Voetbalmedia,
112037-95,Jacopo Benucci,
112038-31,Craft Insurance Center,
112038-49,Michela Barbiroli,
112038-58,Dynamic Computing Services,
112038-67,Tous Watches,
112038-76,Gianfranco Ritucci,
112039-03,MSSA,
11203-93,Irish Technology Leadership Group,
112039-30,Solidus Solutions Holding,
112039-39,Louth Leader II,
112039-66,International Fund For Ireland,
112039-75,AWG Development Fund,
112040-11,Louth County Council,
11204-02,Gryffindor Capital Partners,2
112040-29,Ardee Credit Union,
112040-74,DOC6,
112040-83,Louth County Enterprise Board,
112041-01,eScribers,
11204-11,Goldman Sachs Merchant Banking Division,377
112041-37,Interreg Programme,
112041-55,Peace & Reconciliation,
112041-82,Cesar Oteiza,
11204-20,GSR Ventures,24
112042-54,Global Gauge,
112042-72,Durrie Vision Equipment,
11204-29,GTI Capital,8
112042-90,Suaval Group,
112042-99,D Paul Mas,
112043-26,Kingsignal Technology,
112043-44,Domingos da Silva Teixeira,
112043-71,Jonathan Ebinger,
11204-38,Guggenheim Partners,45
112043-80,SIDBI Innovation & Incubation Center,3
112043-89,Andros France,
112043-98,Alex Moskalyuk,1
112044-07,Preservo Invest,
112044-16,Larry Gormley,2
112044-61,Deepak Kamra,1
112044-79,Pete Buhl,1
112044-97,Ken Baylor,1
112045-06,Jeffrey Lai,1
112045-51,B Jung (Angel),1
11204-56,Beringea,93
112045-60,Kwan Yoon,1
112046-14,Alföldi Tej,
112046-41,AS Watson & Co,
112046-68,Torgovaya Kompaniya Krepost,
112046-95,Eiffage Travaux Publics,
112047-13,Wanfeng Auto Holding Group,1
112047-22,LU-VE,
11204-74,True North (Managers),15
112047-40,MyerConnex,
112047-49,Zhejiang Wanfeng Auto Wheel Company,
112048-12,Electricity Supply Board,3
11204-83,GZ Group,12
112048-75,Ally Risk Services,
112049-74,Andrew Noble,
112050-01,Livestock Improvement Corporation,3
11205-01,Haas Wheat & Partners,16
11205-10,Haddington Ventures,14
112051-36,Prado Finance,3
112051-72,Government of Finland,7
11205-19,Halder Holdings,44
112052-17,Innova,1
112052-26,Saviva,
112052-62,Grup Serhs,
112052-80,Pulse Integration,
112053-52,Gateway Lifestyle,
11205-37,Halpern Denny & Company,25
112053-70,Print Specialties,
112054-15,Meriliz,
112054-24,Alta-Britt Interholding Ltd.,
11205-46,Tekla Capital Management,137
112054-60,Tev Trading,
112054-69,Otto Röhrs,
112054-78,Sonepar UK,
112054-96,Asbario Trading,1
11205-55,H&Q Asia Pacific,38
112055-50,BTP Capital Investissement,3
112055-59,Fleck Sales,
112055-68,GCA Investissements,
112056-31,Red Industries,
11205-64,Granite Ventures,110
112056-40,Smiths Gore,
112056-49,St Austell Healthcare,
11205-73,Colonial First State Global Asset Management,6
112057-57,David Bettner,
112057-66,PhyMED,
112057-84,Ufimskoe Nauchno-Proizvodstvennoe Predpriyatie Molniya,
112058-02,Infrastructure and Industrial Constructors USA,
11205-82,Cross Atlantic Partners,16
11205-91,Hamilton BioVentures,19
112059-46,G&D Ventures,
112059-91,3Gamma,
11206-00,Hamilton Robinson Capital Partners,17
112060-09,Frankenthaler Pressevertrieb Roth + Horsch,
112060-18,Bloemsma Aluminiumbouw,
112060-81,Kvalitena Danmark,
11206-09,"Hammond, Kennedy, Whitney & Company",55
112061-17,G Umbreit,
112061-35,buch & presse ifoton,
112061-53,EC,
112061-71,Ancala Partners,1
112061-80,Nuvaria Global,
112061-89,Itella Logistics,
112061-98,Healthlogistics.co.uk,
112062-07,Mark Bevers,1
112062-16,Jehan Vogels,1
112062-34,Jerrick Media Holdings,
112062-61,Lintz Hall Farm,
112062-88,Algol Chemicals,
112063-42,Origami Group,
11206-36,Hannover Finanz Group,81
112063-78,Kirklands Law,
112064-05,Arlingclose,
112064-14,ONE Aviation,
112064-59,Prospera Credit Union,1
112064-86,Merchants & Farmers Bancshares,
11206-54,Harbinger Venture Management,28
112065-67,Comptoir de Vente & de Réparation de Pièces Agricoles,
112065-76,B Morone,
112065-94,Lim Der Shing,1
112066-48,AMS Encino Investments,
112066-93,Administração dos Portos do Douro e Leixões,
11206-72,HarbourVest Partners,296
112067-20,Atrion Networking,
112067-83,Dan Tobin Pontiac Buick,
11206-81,Harbert Management,70
112068-19,Syndicat Départemental d'Énergies de La Manche,
112068-37,Leisure Werden & Terry,
112068-46,Harsch Bau GmbH & Co KG,
112068-64,Claude Ritter,6
112069-00,U-You,
11207-08,TorQuest Partners,19
112070-98,Kai Gradert,1
112071-07,Ajit Sancheti,2
112071-43,Ryan Lawrence,1
112071-52,Scott Skinger,2
112071-61,Sumner Chase,2
11207-17,180 Degree Capital,39
112071-97,Libertad,
112072-06,Allied Architects,
11207-26,Vantage Infrastructure,11
112072-60,Rodney Jerkins,1
112073-05,Discovery Italia,
112073-14,Xegasus Aviation Investments,1
11207-35,H.B. Fuller Ventures,4
112074-22,Modern Teacher,
11207-44,HBM Partners,75
112074-76,Lipanet,
11207-53,Head Invest,6
112075-39,John Galbraith,
112075-48,Keith Newman,
112075-57,Self Employed Women's Association,
112075-75,Baldwin Beach Capital,
112076-11,Mark Achler,
112076-20,Rishi Shah,1
112076-65,Alpha JWC Ventures,1
112076-74,Capital Invent,1
112077-01,Vish Narain,
11207-80,HealthEdge Investment Partners,13
11207-89,HealthCare Ventures,115
112079-17,Victory Venture,1
112079-89,Riccardo Zacconi,
11208-07,HealthCap,107
112080-70,Icelandic State Pension Funds,
11208-16,Hearst Ventures,51
112082-23,Chris Wade,2
11208-25,Heartland Industrial Partners,16
112082-59,Trapeze Music,
112083-04,Scientific Drilling International,
112083-13,ImpactAlpha,
112083-22,ERIKS North America,
11208-34,Heidelberg Innovation Fonds Management,19
112083-40,Corona Corporate Solutions,
11208-43,Helion Venture Partners,35
112084-39,Ghana Pension Fund,1
112084-48,Department for Transport,1
112085-02,Virtua Research,
11208-52,Heller Hickox & Co.,1
112085-20,Waterfield Technologies,
112085-29,Commer Group,1
112085-38,Kencana Capital Assets,1
112085-47,Robin Kramer & Green,
11208-61,Henderson Equity Partners,26
112086-28,The Pilot,
112086-73,Merquinsa,
11208-70,Herald Investment Management,18
112087-09,Muse Group,
112087-18,King McNamara Moriarty,
112087-36,Car Avenue,
11208-79,Hercules Capital,261
112088-08,Foundry 210,
112088-62,Eco Engineering,1
11208-88,Heron Capital,8
112088-89,Cosfor Group,
112089-25,Sequence Health,
112089-88,Sersa Group,
112090-15,Bucher,
112090-33,CEI The Digital Office Co,
112090-42,Innovative Technical Solutions,
112090-51,Sirap Gema,
11209-06,Capital One Financial,14
112090-78,Suzanne Koch,
112090-96,SA Interactive,
112091-05,Sermules Enterprises,2
112091-14,Shannon Chon,
112091-23,Monmouth County Association of Realtors,
112091-32,Jess Loschky,
112091-41,SBI Voskhod Capital,
11209-15,Hibernia Capital Partners,9
112091-50,St. Josefs-Hospital Wiesbaden,
112091-59,Skånemejerier,3
112091-68,Emåmejeriet,
112091-77,Forteinvest,
112091-95,Mark Rosenblatt,2
112092-04,James Pusey,
112092-13,CuroLegal,
112092-22,Nunnenmann,
112092-31,LSG Holdings,9
11209-24,Lion Capital,31
112092-40,Adrian Pereira,1
112092-49,Elton Pereira,1
112092-58,Myron Pereira,1
112092-67,Benjamin Fox,1
112092-76,Kaj Johanssons Åkeri,
11209-33,Hickory Venture Capital,16
112093-57,Kranexpressen,
112093-75,Frontier (aviation),
11209-42,Highway 12 Ventures,27
112094-29,ScoMac Catering Equipment,
112094-38,Joka-werke Johann Kapsamer,
112094-92,CRMPoint.Net,
112095-01,Transparensee Systems,
11209-51,Primary Venture Partners,30
112095-19,Fetter + Spiritini Holding,
112095-37,Denso International America,1
112095-46,PPI,
112095-82,Clenet TP,
112095-91,Jancyn Evaluation Shops,
11209-60,High Country Venture,14
112096-09,Grange Fencing,
112096-27,UBSS LLC,1
112096-54,Siempelkamp Maschinenfabrik Beteiligungs,
112096-63,Telecom Paristech,13
112096-81,Stelmet,
11209-69,High Street Capital,17
112097-17,NetDirect,
112097-26,Centre Technologies,
112097-35,Evolyutsiya-Upravlencheskoe & Investitsionnoe Konsultirovani,
112097-44,Ekologicheskie Proekty,
112097-71,Panataurus,1
11209-78,High Ridge Capital,2
112097-80,First Choice Austria,1
112098-07,SVI Energy,
112098-25,Molly Ashby,1
112098-34,Allegro Praha,1
112098-52,Alcis Groupe,
112098-61,Anton Aigner Beteiligungs,
11209-87,Torch Lake Capital Partners,10
112098-97,Hakan Isaksson Holding,2
112099-06,Royal Gulf,
112099-15,Premier Venture Partners,1
112099-24,Kevin Akeroyd,1
112099-42,Rhett Bordner,1
112099-51,Forex Bank,1
11209-96,Rock Hill Ventures,4
112099-78,BDO Czech Republic,
112100-14,Buch Shopping,1
112100-23,Papp Logistics,1
112100-32,Moflar,
11210-14,Hippo Ventures,1
112101-40,SABE,
112101-49,Lexis,
112101-58,Sandra Zhu Ying Wen,
112101-67,Harry Yearsley,
112101-76,Fed Invest,
112101-85,Wesley Barnett,1
112101-94,Partner Logistics,2
112102-03,Roy Buchanan,1
112102-12,Medical Professional Personnel,
11210-23,HitecVision,52
112102-39,Nick Sofocleous,1
112102-48,Sunrise Holdings,
112102-57,Rob Robinson,2
112102-93,Gulf Ventures,
11210-32,HLM Venture Partners,80
112103-20,Platini Brothers,
112103-38,Sundio Group,
112103-56,Karl Bau,
112103-65,Voiceworks,
11210-41,HMS Hawaii Management Partners,2
112104-82,Partner Logistics Group,2
112105-36,GRAFE Advanced Polymers,
112105-72,Provol Industrie,
11210-59,HO2 Partners,9
112106-44,Steve Poland,
112106-53,Vin Fabiani,
112106-71,Iberaval,
11210-68,Holding Capital Group,40
112106-80,Ocean Group,4
112106-89,Philip Cook,
112107-43,EPEX Spot,
112107-52,HBC International Wine Assets Management,
112107-61,"Look, Touch & Feel",
112107-88,Crèche Attitude,
112107-97,Derovo SGPS,1
112108-42,Cranford Johnson Robinson Woods,
11210-86,Innova31,3
112108-69,McQuinn Trust,
112108-87,Eurobus,
112109-32,IBC International Handling,
112109-41,Eclipse Design Technologies,1
11210-95,Innovation Capital Advisors,17
112109-50,Berndt Büsterfeld,
112110-04,Kois Invest,
112110-31,Tony Kelly,
112110-40,6B47 Real Estate Investors,
112110-49,Cromsource,
112110-67,Philip Eytan,2
112110-76,Postres y Dulces Reina,1
112110-85,Förvaltnings,
112110-94,Subito,1
112111-21,LJ Partnership,
11211-13,In-Q-Tel,133
112111-30,Josh Koplewicz,
112111-39,George Hornig,
112111-48,Laurence Grafstein,
112111-57,Jonathan Levine,1
112111-66,Rory Riggs,
112111-93,Cedric Barbier,
11211-22,Ceres Venture Fund,6
112112-20,Essroc,
112112-29,Lanterna Alimantari Genova,
112112-47,Fabrègue Imprimeur,
112112-74,Sealite,
112112-83,Transcend Wealth,
112113-01,Siparex Associés,1
112113-10,Manuli Fluiconnecto Holding,
112113-46,FCS Laser-Mail,
112113-64,Uniting Ambition,
112113-73,Agrico Nordic,
11211-40,IVP,215
112114-27,Krishnan Gopalan,1
112114-36,Hoffbauer-Stiftung,
112114-45,O'Brien Waste Recycling Solutions,
112114-54,Lenenergo,2
112114-63,Petrolia E&P Holdings,
112114-81,Philipp Schneider,
112114-90,Fortum Power & Heat,1
112114-99,Geoffrey Fink,1
112115-44,Grand Group Investment,1
112115-62,GES Deutschland,
11211-58,Actua,54
112115-80,GL Hearn,
112115-89,Holoeye Systems,
112115-98,Fiber Access Holding,1
112116-16,Jinhe Biotechnology Company,
112116-34,AVS-Yhtiöt,1
112116-43,Philipp Hartmann,1
112116-52,Michael Treskow,1
112116-61,Alex Gezelius,2
11211-67,Holland Venture,39
112116-70,Contracting Solutions Group,2
112116-88,Brian Watson,1
112116-97,G M Howard & Co,
112117-15,Frederick Praeger,1
112117-24,Easy Animal,
112117-42,Lehning,
11211-76,Inventure,21
112117-69,Train Travel Holdings,
112117-96,Unisafe Fire Protection Specialists Singapore,
11211-85,Honda Strategic Venturing,1
112118-50,Healthequity (Spain),
112118-59,Twitter Ventures,
112118-95,Hensoldt Sensors,1
112119-04,Action Formation,
112119-13,The Osiris Group,
11211-94,Hook Partners,51
112119-49,Harvard Business School,2
112119-76,Matt Bodnar,
112119-85,Mike Speiser,
112119-94,Ecofuel,1
112120-03,Mezhregionalnaya Farmatsevticheskaya Proizvodstvenno-Distribyutorskaya Korporatsiya BIOTEK,
112120-48,Pierer,
11212-12,Hopewell Ventures,11
112121-83,T.Y. Lin International,
11212-21,Horizon Ventures,39
112122-64,Great American Capital Partners,
11212-30,Horizon Technology Finance,59
112123-18,Alan Gould,1
11212-39,Horizon Partners,14
112123-99,Citic Guoan Group,
112124-08,David Soloff,
112124-17,Jesse Hertzberg,
112124-44,David Wanek,1
112124-53,FDL Packaging Group,
112124-62,Seamon Chan,
112124-71,Stuart Litwin,
11212-48,Horizonte Venture Management,16
112124-80,Störsjohus,
112124-89,Dan Ushman,
112124-98,Mittel Fjärrvärme,
11212-57,Horizon Holdings,7
112125-97,PF Figestio,
112126-15,CleverTouch Marketing,
112126-24,Henrich Blase,
112126-33,Ingeniería e Integración de Sistemas,
11212-66,Hotung Venture Capital,21
112126-60,Starbeam Industries,
112126-87,Viridis Plastics UK,
112127-23,Zalmi Duchman,1
112127-41,Simon C. Jones,1
11212-75,Sunrise Capital Partners,9
112127-77,ShortCap,3
112127-95,Mediaschneider,
112128-13,Cione Grupo de Ópticas,
112128-22,Xstrata Nickel,1
112128-31,Bonnierförlagen,1
112128-40,GMEX Technologies,
112128-76,Destination Wedding Travel,
112128-85,Hamid Andalib,1
112128-94,Moscow Beer & Alcohol Free Plant Ochakovo,
112129-12,Humphries Kirk,
11212-93,Hovde Private Equity Advisors,5
112129-30,Jvion,
112129-39,Uniserve Holdings,
112129-57,Sweet Williams & POP,
112129-84,BurleighPortishead,
112130-02,Bonnier Kirjat Suomi,
112130-11,Mirax Group Holding,1
11213-02,Howard Industries,1
112130-20,Advance Synergy,
112130-65,Climaveneta,
112130-83,Techloft,8
112130-92,VRV Software,1
112131-01,Canvas Co/work,1
11213-11,HPJ Media Ventures Fund,6
112131-10,Ortner Beteiligungsverwaltung,
112131-19,Martin Ringlein,1
112131-28,Alex Girón,1
112131-55,Evers-Frank Group,
112131-73,Enevis,
11213-20,HRL Morrison & Co,1
112132-00,Pitney Bowes (6 European subsidiaries),
112132-18,Think4 IT Solutions,
112132-27,Holiday Villa Subang,
112132-36,Cyfield Development,
112132-54,Inversiones Anadico,
112132-81,Michael Rivera,2
11213-29,HPEF Capital Partners,16
112132-90,Wood Family Ventures,
112132-99,Wiener Staedtische Allgemeine Versicherung,2
112133-08,Banca di Sassari,
112133-26,Pelican Procurement Services,
112133-35,Idrottsbudet,
112133-44,RZ-Gruppen,
112133-62,John Troiano,1
112133-71,Laboratoire Victhom,1
11213-38,HSBC Investments,4
112133-80,Arjun Rao,2
112133-89,Graceful Sky Investments,
112133-98,People Asset Management,
112134-16,Presse-Vertrieb Meinerzhagen,
112134-52,Fachverband Faltschachtel-Industrie,
11213-47,Montagu Private Equity,125
112134-70,CFH Docmail,
112134-79,Aftonbladet Hierta,
112134-97,Fincons Group,
112135-15,Betem Ingeniérie,
112135-33,Mihir Bhanot,2
112135-42,Courtney Guertin,1
112135-51,Timothy Gibbons,1
11213-56,Hub Angels Investment Group,18
112135-69,Iyara VC,
112135-96,Billa Russia,
112136-32,Performance Finance,
112136-41,Hugo Fdez.-Mardomingo,1
11213-65,Hudson Ferry Capital,4
112136-50,Christoph Sauermann,
112136-59,Projective,
112136-68,César Bardají,4
112136-86,Agaplesion,1
112137-04,Bilfinger HSG Event Services,
112137-31,Diakonisches Werk,1
11213-74,Hudson Ventures,51
112137-40,Aptic,1
112137-49,SONE Products,
112137-67,Tulskiy Patronniy Zavod,
112137-85,Compeat,
11213-83,Humana Ventures,17
112138-30,Deyta,
112138-57,"Hichens, Harrison & Company",
112138-75,Xllnc,
112138-84,Urban Odelind Förvaltning,1
112139-11,Jason B Kiefer,1
11213-92,Hummer Winblad Venture Partners,110
112139-20,Danske Koncept Restauranter Holding,1
112139-47,Riley End,1
112139-56,Tristao Cia. de Comercio Exterior,
112139-65,NIRAS Gruppen,
11214-01,Huntington Ventures,15
112140-55,Matchfire Co.,
112140-64,Bobby Ghoshal,
112140-73,Ellis Salsby,
112140-82,Reid Tatoris,
112140-91,ASA Finance,
112141-00,Brian Hermelin,
112141-27,Kevin Werner,
112141-45,Samra Midas Group,
112141-72,M Media & Design,
112141-81,(The Stamford Group),
11214-19,Covera Ventures,31
112142-26,Cars Berthelet,
112142-35,Josh Levine,
112142-44,Boyang Zhu,
112142-53,Chase Roberts,
112142-62,Distriplus,
112142-71,Mark Roberts,
112142-89,Sy Jacobs,
112142-98,Ian Rountree,
112143-25,Ptitsefabrika Borovskaya,
112143-61,Rianta Capital Zurich,
11214-37,Hunt Capital Group,11
112143-70,PenFed Realty,
112143-79,Scope Holding,
112144-33,Gareth Keane,
112144-42,California Eastern Laboratories,
112144-51,The Fleet Auction Group,
11214-46,HCAP Partners,44
112144-69,Sportgastro,
112144-96,Adam Sackstein,
112145-23,Haim Blecher,
112145-41,Norske Shell,2
112145-59,Grenzebach Maschinenbau,4
112145-77,Jushi Group,
112146-31,Gerry Jones Transport,
11214-64,Hutton Collins Partners,24
112146-40,Sicrea,
112146-76,OIM Orthopedie,
112147-39,Century Ginwa Retail Holdings,
112147-57,Agora Hospitality Group Company,
112147-66,Saracen Ventures,
112147-84,Banca della Bergamasca-Credito Cooperativo,
112147-93,Staxered Invest,
112148-11,Johnson Controls Federal Systems,
11214-82,Crescendo Ventures,66
112148-92,DLP Planning,
112149-10,Heising-Simons Foundation,
112149-55,Grupo Romeu,1
112149-64,SMP Investments,
112149-73,Karen Gotimer,
112150-00,Rod Wotring Sr.,
112150-45,Jeff Wills,
112150-72,Richard Seldes,
11215-09,3i Group,1026
112150-90,Thomas O'Neill,
112151-08,Philip Rogers,
112151-26,Fiater,
112151-44,Direct Response (UK),
112151-53,MitroFresh,
11215-18,Idanta Partners,8
112152-34,CompuGroup Medical Holding Cooperatief,
11215-27,ID Capital Management,2
112152-70,Iowa Department of Economic Development,2
112152-97,Maitsa Customs Brokerage,
112153-06,Havas Worldwide,
112153-15,Nordlaks Holding,
112153-24,CRI Pumps,
112153-42,FarmLink Marketing Solutions,
112153-51,DIT Gestión,
11215-36,Clearstone Venture Partners,61
112153-60,Networth Services,
112153-78,John Brothwick,1
112154-05,The Really Useful Print,
112154-14,Jarrold & Sons,1
112154-41,Nippon Soda,
11215-45,IDFC Private Equity,31
112154-50,Valiant Petroleum,
112154-68,Cogiteam,
112154-95,Lagerhaeuser der Centralschweiz,
112155-04,Netbasket,
112155-13,Radio Central,1
112155-22,Zofinger Tagblatt,
112155-31,Divina Pastora,
11215-54,IDG Capital,148
11215-63,Flybridge Capital Partners,65
112156-30,Jules Maltz,
112156-39,Alvin Tse,
112156-66,Gilan Holding,
11215-72,IDG Ventures Vietnam,17
